intentRecognized,intentScore,inputSentence,spellcheckedSentence,spellingErrors,luisSpellCheck,allEntitiesRecognized,numberEntities,originCity,destinationCity,budget,startDate,numberChildren,numberAdults
false,0.413009137,I'm stuck with 9 women.,,false,false,true,1,,,,,,true
true,0.304734051,we are stuck with 1 grownup.,,false,false,true,1,,,,,,true
true,0.881927133,important: I have three men.,,false,false,true,1,,,,,,true
true,0.5162149,the trip needs to be accommodated  for 4 men.,,false,false,true,1,,,,,,true
true,0.914462864,important: we have ten men.,,false,false,true,1,,,,,,true
true,0.470519871,the trip needs to be accommodated  for one grownup.,,false,false,true,1,,,,,,true
true,0.993559659,in addition we have seven aged people.,,false,false,true,1,,,,,,true
true,0.8681593,I'm stuck with four mature persons.,,false,false,true,1,,,,,,true
true,0.4586814,I'm stuck with 4 adults.,,false,false,true,1,,,,,,true
true,0.4059441,we are stuck with 8 men.,,false,false,true,1,,,,,,true
true,0.309510767,we are stuck with 10 adults.,,false,false,true,1,,,,,,true
true,0.8698258,we are stuck with 6 aged people.,,false,false,true,1,,,,,,true
true,0.8051289,the trip needs to be accommodated  for five men.,,false,false,true,1,,,,,,true
true,0.9922134,maybe it's good to mention I have 4 mature persons.,,false,false,true,1,,,,,,true
true,0.488024652,I'm stuck with three mature persons.,,false,false,true,1,,,,,,true
true,0.5251992,I'm stuck with ten adults.,,false,false,true,1,,,,,,true
true,0.9923201,maybe it's good to mention I have 3 women.,,false,false,true,1,,,,,,true
true,0.9070711,important: we have 6 adults.,,false,false,true,1,,,,,,true
true,0.410472721,the trip needs to be accommodated  for nine men.,,false,false,true,1,,,,,,true
true,0.246137023,I are stuck with 1 aged person.,,false,false,true,1,,,,,,true
true,0.9590796,important: we have seven women.,,false,false,true,1,,,,,,true
true,0.9968338,important: I have 5 aged people.,,false,false,true,1,,,,,,true
false,0.523263335,I'm stuck with 10 men.,,false,false,true,1,,,,,,true
true,0.374747157,the trip needs to be accommodated  for 1 person.,,false,false,true,1,,,,,,true
true,0.9853223,maybe it's good to mention I have 10 women.,,false,false,true,1,,,,,,true
true,0.884209335,important: we have 4 mature persons.,,false,false,true,1,,,,,,true
false,0.222364724,we are stuck with six adults.,,false,false,true,1,,,,,,true
false,0.426293075,I are stuck with 3 adults.,,false,false,true,1,,,,,,true
true,0.7786412,I are stuck with nine aged people.,,false,false,true,1,,,,,,true
true,0.9344707,I'm stuck with seven aged people.,,false,false,true,1,,,,,,true
true,0.885995567,we are stuck with 5 women.,,false,false,true,1,,,,,,true
false,0.590993941,important: I have six adults.,,false,false,true,1,,,,,,true
true,0.9465125,I'm stuck with five aged people.,,false,false,true,1,,,,,,true
true,0.997354,maybe it's good to mention we have 9 women.,,false,false,true,1,,,,,,true
true,0.65691644,important: we have 10 women.,,false,false,true,1,,,,,,true
true,0.987297833,important: I have four women.,,false,false,true,1,,,,,,true
true,0.9135705,I are stuck with two aged people.,,false,false,true,1,,,,,,true
true,0.852569461,in addition I have 2 men.,,false,false,true,1,,,,,,true
true,0.998494565,maybe it's good to mention we have two women.,,false,false,true,1,,,,,,true
true,0.940765858,important: we have three men.,,false,false,true,1,,,,,,true
false,0.280245841,I'm stuck with 1 aged person.,,false,false,true,1,,,,,,true
true,0.964578748,we are stuck with seven aged people.,,false,false,true,1,,,,,,true
false,0.405607879,I'm stuck with 4 women.,,false,false,true,1,,,,,,true
true,0.9997092,maybe it's good to mention we have 5 men.,,false,false,true,1,,,,,,true
true,0.767019033,I'm stuck with 6 aged people.,,false,false,true,1,,,,,,true
true,0.8748578,in addition I have two women.,,false,false,true,1,,,,,,true
true,0.999751151,maybe it's good to mention we have 5 adults.,,false,false,true,1,,,,,,true
true,0.8845055,in addition we have 8 women.,,false,false,true,1,,,,,,true
true,0.505418,I'm stuck with two mature persons.,,false,false,true,1,,,,,,true
true,0.9501253,important: we have ten adults.,,false,false,true,1,,,,,,true
false,0.476235718,we are stuck with 3 women.,,false,false,true,1,,,,,,true
true,0.997396052,maybe it's good to mention I have eight women.,,false,false,true,1,,,,,,true
true,0.901924551,I'm stuck with three aged people.,,false,false,true,1,,,,,,true
true,0.6756842,important: we have 10 men.,,false,false,true,1,,,,,,true
false,0.332190216,I'm stuck with six mature persons.,,false,false,true,1,,,,,,true
false,0.570463,the trip needs to be accommodated  for 10 women.,,false,false,true,1,,,,,,true
true,0.8660854,important: I have 2 men.,,false,false,true,1,,,,,,true
true,0.988818467,important: I have four men.,,false,false,true,1,,,,,,true
true,0.9972013,maybe it's good to mention I have one grownup.,,false,false,true,1,,,,,,true
true,0.8011195,important: I have 8 men.,,false,false,true,1,,,,,,true
true,0.817777,the trip needs to be accommodated  for two adults.,,false,false,true,1,,,,,,true
true,0.8027408,the trip needs to be accommodated  for three adults.,,false,false,true,1,,,,,,true
true,0.741628051,in addition I have one aged person.,,false,false,true,1,,,,,,true
true,0.9452324,important: we have 7 women.,,false,false,true,1,,,,,,true
false,0.5786038,the trip needs to be accommodated  for 10 men.,,false,false,true,1,,,,,,true
true,0.9248047,I are stuck with eight aged people.,,false,false,true,1,,,,,,true
true,0.995450139,maybe it's good to mention we have nine men.,,false,false,true,1,,,,,,true
true,0.994982,maybe it's good to mention I have eight mature persons.,,false,false,true,1,,,,,,true
true,0.9986817,maybe it's good to mention we have 7 women.,,false,false,true,1,,,,,,true
true,0.337281734,I'm stuck with 8 mature persons.,,false,false,true,1,,,,,,true
false,0.254841,we are stuck with six women.,,false,false,true,1,,,,,,true
false,0.431550831,I'm stuck with 2 women.,,false,false,true,1,,,,,,true
true,0.7104064,the trip needs to be accommodated  for 4 adults.,,false,false,true,1,,,,,,true
true,0.8917678,important: we have 1 grownup.,,false,false,true,1,,,,,,true
false,0.530355334,I'm stuck with six men.,,false,false,true,1,,,,,,true
true,0.9998131,maybe it's good to mention we have four adults.,,false,false,true,1,,,,,,true
true,0.9758798,I'm stuck with 5 aged people.,,false,false,true,1,,,,,,true
true,0.808696,in addition I have ten mature persons.,,false,false,true,1,,,,,,true
true,0.3709782,we are stuck with 3 mature persons.,,false,false,true,1,,,,,,true
false,0.513343036,I'm stuck with 3 mature persons.,,false,false,true,1,,,,,,true
true,0.772829831,I'm stuck with 5 mature persons.,,false,false,true,1,,,,,,true
true,0.9976396,maybe it's good to mention we have 9 men.,,false,false,true,1,,,,,,true
true,0.6972159,important: I have nine men.,,false,false,true,1,,,,,,true
true,0.998533368,maybe it's good to mention we have 8 adults.,,false,false,true,1,,,,,,true
true,0.2751481,I are stuck with 2 women.,,false,false,true,1,,,,,,true
true,0.8959108,in addition we have nine adults.,,false,false,true,1,,,,,,true
true,0.9863727,in addition I have eight aged people.,,false,false,true,1,,,,,,true
true,0.9897532,important: I have seven aged people.,,false,false,true,1,,,,,,true
true,0.941839337,in addition we have 8 adults.,,false,false,true,1,,,,,,true
true,0.9707083,the trip needs to be accommodated  for four adults.,,false,false,true,1,,,,,,true
true,0.985811055,in addition I have four women.,,false,false,true,1,,,,,,true
true,0.999630749,maybe it's good to mention we have two aged people.,,false,false,true,1,,,,,,true
true,0.9968773,maybe it's good to mention we have eight mature persons.,,false,false,true,1,,,,,,true
true,0.9305375,the trip needs to be accommodated  for 4 aged people.,,false,false,true,1,,,,,,true
true,0.598845959,I'm stuck with seven mature persons.,,false,false,true,1,,,,,,true
true,0.980185032,important: I have 5 men.,,false,false,true,1,,,,,,true
true,0.8981393,in addition we have ten women.,,false,false,true,1,,,,,,true
true,0.8795654,in addition we have 1 grownup.,,false,false,true,1,,,,,,true
true,0.5651326,the trip needs to be accommodated  for ten women.,,false,false,true,1,,,,,,true
true,0.7092505,in addition I have 1 mature person.,,false,false,true,1,,,,,,true
true,0.6924312,the trip needs to be accommodated  for 8 adults.,,false,false,true,1,,,,,,true
true,0.9536739,important: we have five mature persons.,,false,false,true,1,,,,,,true
true,0.7065108,I'm stuck with one adult.,,false,false,true,1,,,,,,true
true,0.7659344,I'm stuck with five adults.,,false,false,true,1,,,,,,true
true,0.6989038,in addition I have nine mature persons.,,false,false,true,1,,,,,,true
true,0.6706022,I are stuck with 1 adult.,,false,false,true,1,,,,,,true
true,0.9480346,we are stuck with four men.,,false,false,true,1,,,,,,true
false,0.513314962,I'm stuck with 10 women.,,false,false,true,1,,,,,,true
true,0.9460516,the trip needs to be accommodated  for four women.,,false,false,true,1,,,,,,true
true,0.9972282,maybe it's good to mention I have 2 women.,,false,false,true,1,,,,,,true
true,0.3713834,I are stuck with three women.,,false,false,true,1,,,,,,true
true,0.928415537,in addition we have three women.,,false,false,true,1,,,,,,true
false,0.222361967,the trip needs to be accommodated  for six women.,,false,false,true,1,,,,,,true
true,0.9730957,the trip needs to be accommodated  for five aged people.,,false,false,true,1,,,,,,true
true,0.8696285,in addition we have 8 mature persons.,,false,false,true,1,,,,,,true
true,0.470567256,the trip needs to be accommodated  for 8 women.,,false,false,true,1,,,,,,true
false,0.350132227,I'm stuck with six aged people.,,false,false,true,1,,,,,,true
true,0.99769,maybe it's good to mention I have 7 women.,,false,false,true,1,,,,,,true
true,0.99457,maybe it's good to mention I have nine adults.,,false,false,true,1,,,,,,true
false,0.3868612,I'm stuck with three women.,,false,false,true,1,,,,,,true
false,0.440404326,I'm stuck with 8 women.,,false,false,true,1,,,,,,true
true,0.9924148,in addition we have 7 aged people.,,false,false,true,1,,,,,,true
true,0.77097106,important: I have 9 women.,,false,false,true,1,,,,,,true
false,0.392030835,I'm stuck with three men.,,false,false,true,1,,,,,,true
true,0.8702979,we are stuck with nine aged people.,,false,false,true,1,,,,,,true
true,0.758204937,we are stuck with five women.,,false,false,true,1,,,,,,true
true,0.98747766,in addition I have four men.,,false,false,true,1,,,,,,true
true,0.460840017,the trip needs to be accommodated  for 6 mature persons.,,false,false,true,1,,,,,,true
true,0.991986156,maybe it's good to mention we have 3 mature persons.,,false,false,true,1,,,,,,true
true,0.262758881,we are stuck with 6 women.,,false,false,true,1,,,,,,true
true,0.934751034,important: we have three women.,,false,false,true,1,,,,,,true
false,0.3162763,I'm stuck with 1 mature person.,,false,false,true,1,,,,,,true
true,0.497041255,I'm stuck with eight men.,,false,false,true,1,,,,,,true
true,0.41203922,I are stuck with ten mature persons.,,false,false,true,1,,,,,,true
true,0.999509,maybe it's good to mention I have 5 men.,,false,false,true,1,,,,,,true
true,0.957441747,important: I have seven adults.,,false,false,true,1,,,,,,true
true,0.9471256,important: we have 8 adults.,,false,false,true,1,,,,,,true
false,0.205909863,I are stuck with 8 women.,,false,false,true,1,,,,,,true
false,0.2762836,I are stuck with six mature persons.,,false,false,true,1,,,,,,true
true,0.9332072,the trip needs to be accommodated  for four mature persons.,,false,false,true,1,,,,,,true
true,0.5958097,the trip needs to be accommodated  for 2 men.,,false,false,true,1,,,,,,true
true,0.9867667,in addition we have ten aged people.,,false,false,true,1,,,,,,true
false,0.822457254,important: I have 1 grownup.,,false,false,true,1,,,,,,true
true,0.9973915,maybe it's good to mention I have two women.,,false,false,true,1,,,,,,true
true,0.99233526,maybe it's good to mention we have 6 mature persons.,,false,false,true,1,,,,,,true
true,0.899138331,maybe it's good to mention I have six men.,,false,false,true,1,,,,,,true
true,0.86053133,important: I have three mature persons.,,false,false,true,1,,,,,,true
true,0.4990914,the trip needs to be accommodated  for 4 women.,,false,false,true,1,,,,,,true
true,0.8967714,important: I have 7 men.,,false,false,true,1,,,,,,true
true,0.943162143,important: I have five men.,,false,false,true,1,,,,,,true
true,0.677633941,in addition I have nine men.,,false,false,true,1,,,,,,true
true,0.998394132,maybe it's good to mention I have 5 mature persons.,,false,false,true,1,,,,,,true
false,0.717870235,I are stuck with 3 men.,,false,false,true,1,,,,,,true
true,0.991301656,maybe it's good to mention I have one aged person.,,false,false,true,1,,,,,,true
true,0.9986179,maybe it's good to mention we have 2 men.,,false,false,true,1,,,,,,true
true,0.996332467,maybe it's good to mention we have three mature persons.,,false,false,true,1,,,,,,true
true,0.776756465,in addition I have 8 mature persons.,,false,false,true,1,,,,,,true
true,0.777419746,I'm stuck with nine aged people.,,false,false,true,1,,,,,,true
true,0.9989415,maybe it's good to mention we have 2 adults.,,false,false,true,1,,,,,,true
true,0.495032638,the trip needs to be accommodated  for nine mature persons.,,false,false,true,1,,,,,,true
true,0.306075066,I'm stuck with 6 adults.,,false,false,true,1,,,,,,true
true,0.7122329,in addition I have 1 aged person.,,false,false,true,1,,,,,,true
true,0.7972514,important: I have one grownup.,,false,false,true,1,,,,,,true
true,0.924881458,we are stuck with four mature persons.,,false,false,true,1,,,,,,true
true,0.989145756,in addition we have 5 men.,,false,false,true,1,,,,,,true
true,0.5890586,we are stuck with 7 women.,,false,false,true,1,,,,,,true
true,0.911044,I'm stuck with 7 aged people.,,false,false,true,1,,,,,,true
true,0.9888109,in addition I have seven aged people.,,false,false,true,1,,,,,,true
true,0.947132051,the trip needs to be accommodated  for 5 adults.,,false,false,true,1,,,,,,true
false,0.3716496,I'm stuck with ten women.,,false,false,true,1,,,,,,true
true,0.482989,I are stuck with 7 mature persons.,,false,false,true,1,,,,,,true
true,0.9435197,in addition I have eight adults.,,false,false,true,1,,,,,,true
false,0.371484965,I'm stuck with one person.,,false,false,true,1,,,,,,true
true,0.956564546,in addition I have 3 aged people.,,false,false,true,1,,,,,,true
true,0.9004314,important: I have 4 adults.,,false,false,true,1,,,,,,true
true,0.9569173,the trip needs to be accommodated  for 7 aged people.,,false,false,true,1,,,,,,true
true,0.594759047,I'm stuck with five men.,,false,false,true,1,,,,,,true
true,0.6602452,in addition I have nine women.,,false,false,true,1,,,,,,true
true,0.8812876,in addition I have eight mature persons.,,false,false,true,1,,,,,,true
true,0.9298684,important: we have 2 women.,,false,false,true,1,,,,,,true
false,0.3744514,I'm stuck with 6 women.,,false,false,true,1,,,,,,true
true,0.616213143,I'm stuck with 10 aged people.,,false,false,true,1,,,,,,true
true,0.609293044,I'm stuck with three adults.,,false,false,true,1,,,,,,true
true,0.9996422,maybe it's good to mention I have four men.,,false,false,true,1,,,,,,true
true,0.424698085,we are stuck with one mature person.,,false,false,true,1,,,,,,true
true,0.8696658,the trip needs to be accommodated  for one adult.,,false,false,true,1,,,,,,true
true,0.964971662,in addition we have five women.,,false,false,true,1,,,,,,true
true,0.6050748,the trip needs to be accommodated  for nine adults.,,false,false,true,1,,,,,,true
true,0.961275339,the trip needs to be accommodated  for eight aged people.,,false,false,true,1,,,,,,true
true,0.999674857,maybe it's good to mention we have 7 aged people.,,false,false,true,1,,,,,,true
true,0.9398438,maybe it's good to mention we have six women.,,false,false,true,1,,,,,,true
true,0.99890697,maybe it's good to mention I have five adults.,,false,false,true,1,,,,,,true
true,0.927377,important: I have 10 aged people.,,false,false,true,1,,,,,,true
true,0.7659452,in addition I have 8 women.,,false,false,true,1,,,,,,true
true,0.940179169,maybe it's good to mention I have six adults.,,false,false,true,1,,,,,,true
true,0.7571767,important: I have one mature person.,,false,false,true,1,,,,,,true
false,0.258948,we are stuck with six men.,,false,false,true,1,,,,,,true
true,0.419887781,we are stuck with 4 women.,,false,false,true,1,,,,,,true
true,0.9954003,in addition we have four adults.,,false,false,true,1,,,,,,true
true,0.816342056,in addition we have 6 men.,,false,false,true,1,,,,,,true
true,0.740860641,in addition I have one mature person.,,false,false,true,1,,,,,,true
true,0.9994918,maybe it's good to mention we have 4 aged people.,,false,false,true,1,,,,,,true
true,0.387791455,we are stuck with 9 women.,,false,false,true,1,,,,,,true
true,0.9918856,important: I have five aged people.,,false,false,true,1,,,,,,true
false,0.2966514,in addition I have six adults.,,false,false,true,1,,,,,,true
true,0.7738804,we are stuck with five men.,,false,false,true,1,,,,,,true
true,0.247530222,we are stuck with 10 mature persons.,,false,false,true,1,,,,,,true
true,0.9946986,maybe it's good to mention I have two mature persons.,,false,false,true,1,,,,,,true
false,0.419816762,the trip needs to be accommodated  for 3 men.,,false,false,true,1,,,,,,true
true,0.866522551,the trip needs to be accommodated  for seven adults.,,false,false,true,1,,,,,,true
true,0.9347362,important: we have eight mature persons.,,false,false,true,1,,,,,,true
true,0.9916378,in addition I have four adults.,,false,false,true,1,,,,,,true
true,0.8863505,I are stuck with 5 adults.,,false,false,true,1,,,,,,true
true,0.9414697,important: I have two adults.,,false,false,true,1,,,,,,true
true,0.5121254,we are stuck with ten men.,,false,false,true,1,,,,,,true
true,0.9275716,we are stuck with ten aged people.,,false,false,true,1,,,,,,true
true,0.9065887,important: we have ten women.,,false,false,true,1,,,,,,true
true,0.9969517,maybe it's good to mention we have 7 mature persons.,,false,false,true,1,,,,,,true
true,0.988242,important: we have 8 aged people.,,false,false,true,1,,,,,,true
true,0.7538563,the trip needs to be accommodated  for seven women.,,false,false,true,1,,,,,,true
true,0.388588041,we are stuck with 8 women.,,false,false,true,1,,,,,,true
true,0.92105186,in addition I have 2 adults.,,false,false,true,1,,,,,,true
true,0.999436557,maybe it's good to mention I have 5 women.,,false,false,true,1,,,,,,true
true,0.7741215,the trip needs to be accommodated  for seven mature persons.,,false,false,true,1,,,,,,true
true,0.5021001,I are stuck with two mature persons.,,false,false,true,1,,,,,,true
true,0.894939363,in addition we have 8 men.,,false,false,true,1,,,,,,true
true,0.396276772,the trip needs to be accommodated  for nine women.,,false,false,true,1,,,,,,true
true,0.8102534,in addition we have nine mature persons.,,false,false,true,1,,,,,,true
true,0.9974688,maybe it's good to mention I have 10 aged people.,,false,false,true,1,,,,,,true
true,0.999059141,maybe it's good to mention I have ten aged people.,,false,false,true,1,,,,,,true
true,0.9852624,in addition we have 9 aged people.,,false,false,true,1,,,,,,true
true,0.7831378,in addition I have 8 men.,,false,false,true,1,,,,,,true
true,0.8462354,important: we have 1 mature person.,,false,false,true,1,,,,,,true
true,0.9483207,I are stuck with five aged people.,,false,false,true,1,,,,,,true
true,0.7116989,we are stuck with seven women.,,false,false,true,1,,,,,,true
true,0.9953149,maybe it's good to mention I have 3 adults.,,false,false,true,1,,,,,,true
true,0.9987524,important: we have four aged people.,,false,false,true,1,,,,,,true
false,0.4541678,I'm stuck with 8 men.,,false,false,true,1,,,,,,true
true,0.422632039,the trip needs to be accommodated  for 1 grownup.,,false,false,true,1,,,,,,true
true,0.891471,in addition we have 3 adults.,,false,false,true,1,,,,,,true
true,0.495396763,wde arwe stuck with 2 adults. ,,true,false,true,1,,,,,,true
true,0.9914253,i are sytuck wkith 7 aged people. ,,true,false,true,1,,,,,,true
true,0.9985403,matybe it's giood to mention we hsave 6 ahged people. ,,true,false,true,1,,,,,,true
true,0.404629529,wde aere stuck with two msature persons. ,,true,false,true,1,,,,,,true
true,0.965487,msaybe it's good to mention i hsave 2 matutre persons. ,,true,false,true,1,,,,,,true
true,0.671686649,wre are srtuck with 7 msature persons. ,,true,false,true,1,,,,,,true
true,0.8311924,thre trip needs tpo bre accommodated  fofr 7 women. ,,true,false,true,1,,,,,,true
false,0.58377856,i'm stuck wuith tewo men. ,,true,false,false,1,,,,,,false
true,0.623360634,important: i have ekight marture persons. ,,true,false,false,1,,,,,,false
false,0.565066755,i'm stuck witjh nimne women. ,,true,false,false,1,,,,,,false
true,0.706706,mqaybe it's gpood to mention we havre six maturre persons. ,,true,false,true,1,,,,,,true
true,0.9227303,imn addition wre have nine agefd people. ,,true,false,true,1,,,,,,true
false,0.5309676,important: i havwe 10 women. ,,true,false,true,1,,,,,,true
true,0.784501731,important: we have noine mayture persons. ,,true,false,false,1,,,,,,false
true,0.754575551,thre trip needs tio bde accommodated  for 9 msature persons. ,,true,false,true,1,,,,,,true
true,0.9001922,the trip neefds to bwe adccommodated  fpor 8 aged people. ,,true,false,true,1,,,,,,true
true,0.798529744,i are sgtuck wuith ten women. ,,true,false,true,1,,,,,,true
false,0.5545131,i'm stuck with fivre magture persons. ,,true,false,false,1,,,,,,false
true,0.924551845,tjhe truip nweeds tio be accommodated  for eight women. ,,true,false,true,1,,,,,,true
true,0.9665738,imn addition wde have 2 agesd people. ,,true,false,true,1,,,,,,true
true,0.5355772,important: we hzave tqwo women. ,,true,false,false,1,,,,,,false
true,0.9874151,msaybe it's goofd to mention we hafve 4 women. ,,true,false,true,1,,,,,,true
false,0.7544823,important: i hafve 3 adults. ,,true,false,true,1,,,,,,true
true,0.9186328,thde trip needs tio bwe accommodated  fpor eight adults. ,,true,false,true,1,,,,,,true
true,0.803610861,important: i have ekight adults. ,,true,false,false,1,,,,,,false
true,0.954136,in additkion i hqave eight men. ,,true,false,true,1,,,,,,true
true,0.266827554,wwe are stuck wuith 8 msature persons. ,,true,false,true,1,,,,,,true
true,0.9960249,tjhe trilp nreeds to be accommodagted  for ten agefd people. ,,true,false,true,1,,,,,,true
false,0.2927859,i are stuck wkith 1 matiure person. ,,true,false,true,1,,,,,,true
true,0.68086344,i'm sytuck with ninre adults. ,,true,false,false,1,,,,,,false
false,0.768539131,i'm srtuck with 9 men. ,,true,false,true,1,,,,,,true
true,0.6801396,ihn addition i hqave three men. ,,true,false,true,1,,,,,,true
true,0.941150546,important: wde hsave four men. ,,true,false,true,1,,,,,,true
true,0.9545803,i are sgtuck wiyth eight adults. ,,true,false,true,1,,,,,,true
true,0.9998722,ibn addoition we have 5 ahged people. ,,true,false,true,1,,,,,,true
true,0.335273385,the tfrip needs to bwe axccommodated  flor obne aged person. ,,true,false,false,1,,,,,,false
true,0.6410418,i'm stuxck wuith 6 mature persons. ,,true,false,true,1,,,,,,true
true,0.989763558,mahybe it's golod to memntion i habve three aged people. ,,true,false,true,1,,,,,,true
true,0.803001344,important: i hacve 2 adults. ,,true,false,true,1,,,,,,true
true,0.9132787,important: wde hqave 4 aged people. ,,true,false,true,1,,,,,,true
true,0.8421037,mzaybe it's goiod to mwention we hzave nine mature persons. ,,true,false,true,1,,,,,,true
true,0.2270446,wwe are stuck wkith nimne mature persons. ,,true,false,false,1,,,,,,false
true,0.697040439,important: we hsave 9 women. ,,true,false,true,1,,,,,,true
true,0.9762653,important: i have nuine afged people. ,,true,false,false,1,,,,,,false
true,0.326644033,i'm stuck wuith sreven adults. ,,true,false,false,1,,,,,,false
true,0.821204543,ihn addition i hqave three adults. ,,true,false,true,1,,,,,,true
true,0.799372,i'm srtuck with 7 women. ,,true,false,true,1,,,,,,true
true,0.997751355,maybe it's goofd tpo mention i havwe 7 aged people. ,,true,false,true,1,,,,,,true
true,0.7411748,thde trip needs tlo be accommodatesd  fior eoight mature persons. ,,true,false,false,1,,,,,,false
true,0.9842763,in additilon i havde tden aged people. ,,true,false,false,1,,,,,,false
true,0.2799164,the triop needs to bde accommodayted  for onre matufre person. ,,true,false,false,1,,,,,,false
true,0.9865945,mauybe it's good tlo mention i havde 7 adults. ,,true,false,true,1,,,,,,true
true,0.9920273,in additilon wwe hsave five aged people. ,,true,false,true,1,,,,,,true
true,0.9837909,in adfdition wre hqave 8 aged people. ,,true,false,true,1,,,,,,true
true,0.6951309,the trip nreeds tpo be accommiodated  flor 9 adults. ,,true,false,true,1,,,,,,true
true,0.9760718,maygbe it's goiod to mwention we have sevwen adults. ,,true,false,false,1,,,,,,false
