intentRecognized,intentScore,inputSentence,spellcheckedSentence,spellingErrors,luisSpellCheck,allEntitiesRecognized,numberEntities,originCity,destinationCity,budget,startDate,numberChildren,numberAdults
true,0.637483656,is there any way to travel from Reggio Calabria,,false,false,true,1,true,,,,,
true,0.441131324,is there any way to travel from Cuddalore,,false,false,true,1,true,,,,,
true,0.987149537,can I fly from Marília,,false,false,true,1,true,,,,,
true,0.839544,can we depart from Richmond,,false,false,true,1,true,,,,,
false,0.704506,is there a flight that leaves Eixample,,false,false,false,1,false,,,,,
true,0.8243385,can we depart from Jiutepec,,false,false,true,1,true,,,,,
true,0.997493565,I want to fly from Mönchengladbach,,false,false,true,1,true,,,,,
true,0.984962,can I fly from Tasek Glugor,,false,false,true,1,true,,,,,
true,0.625283062,can I depart from Barinas,,false,false,true,1,true,,,,,
true,0.9343934,can we go from Oran,,false,false,true,1,true,,,,,
true,0.963972747,can I fly from Viña del Mar,,false,false,true,1,true,,,,,
true,0.8243385,can we depart from Kurgan,,false,false,false,1,false,,,,,
true,0.9368954,can we go from Greater Noida,,false,false,true,1,true,,,,,
true,0.9481477,can we go from Bridgeport,,false,false,true,1,true,,,,,
true,0.9257582,can I go from Barddhamān,,false,false,true,1,true,,,,,
true,0.9772562,can we fly from Toyama,,false,false,true,1,true,,,,,
true,0.9742206,can we go from José C. Paz,,false,false,false,1,false,,,,,
true,0.97715193,can we go from Fujisawa,,false,false,true,1,true,,,,,
true,0.987149537,can I fly from Relizane,,false,false,true,1,true,,,,,
true,0.9904408,can I go from Santa Bárbara d'Oeste,,false,false,false,1,false,,,,,
true,0.9865465,I want to fly from Gandhinagar,,false,false,true,1,true,,,,,
true,0.441131324,is there any way to travel from Fuling,,false,false,true,1,true,,,,,
true,0.997493565,I want to fly from Hōfu,,false,false,true,1,true,,,,,
false,0.4608743,is there a flight that leaves Heidelberg,,false,false,true,1,true,,,,,
true,0.9257582,can I go from Bangil,,false,false,false,1,false,,,,,
true,0.441131324,is there any way to travel from Nador,,false,false,false,1,false,,,,,
true,0.97715193,can we go from Malindi,,false,false,true,1,true,,,,,
true,0.565426,is there any way to travel from Norfolk,,false,false,true,1,true,,,,,
true,0.9946587,can we fly from Huicheng,,false,false,true,1,true,,,,,
true,0.988668,I want to fly from Wad Medani,,false,false,true,1,true,,,,,
true,0.9879494,I want to fly from Shaping,,false,false,true,1,true,,,,,
true,0.997493565,I want to fly from Orël,,false,false,true,1,true,,,,,
true,0.982391357,can I fly from Bellevue,,false,false,true,1,true,,,,,
true,0.587456644,can I depart from Ciudad Lineal,,false,false,true,1,true,,,,,
true,0.9257582,can I go from Dhaulpur,,false,false,true,1,true,,,,,
true,0.8243385,can we depart from Jombang,,false,false,true,1,true,,,,,
true,0.9776929,can we fly from Lekki,,false,false,false,1,false,,,,,
true,0.5742999,is there any way to travel from Toulouse,,false,false,true,1,true,,,,,
true,0.9257582,can I go from Pinsk,,false,false,true,1,true,,,,,
false,0.5514929,is there a flight that leaves East York,,false,false,true,1,true,,,,,
true,0.9257582,can I go from Planaltina,,false,false,true,1,true,,,,,
true,0.97715193,can we go from Tangshan,,false,false,true,1,true,,,,,
true,0.9950954,we want to fly from Sterling Heights,,false,false,true,1,true,,,,,
true,0.97715193,can we go from Poltava,,false,false,true,1,true,,,,,
true,0.9257582,can I go from Badajoz,,false,false,true,1,true,,,,,
true,0.625283062,can I depart from Parepare,,false,false,true,1,true,,,,,
true,0.865211,can I go from Valdivia,,false,false,true,1,true,,,,,
true,0.997493565,I want to fly from Buraydah,,false,false,true,1,true,,,,,
true,0.987149537,can I fly from Kurume,,false,false,true,1,true,,,,,
true,0.717785656,can I depart from Simi Valley,,false,false,true,1,true,,,,,
true,0.571933448,is there any way to travel from Brno,,false,false,true,1,true,,,,,
false,0.704506,is there a flight that leaves Jamaame,,false,false,true,1,true,,,,,
true,0.975226343,can we go from Mwene-Ditu,,false,false,false,1,false,,,,,
true,0.5576119,is there any way to travel from Copenhagen,,false,false,true,1,true,,,,,
false,0.7076142,is there a flight that leaves Sawāi Mādhopur,,false,false,true,1,true,,,,,
false,0.704506,is there a flight that leaves Zhoucun,,false,false,true,1,true,,,,,
true,0.8543978,can I go from Nakhon Ratchasima,,false,false,true,1,true,,,,,
true,0.987149537,can I fly from Astanajapura,,false,false,true,1,true,,,,,
true,0.9926741,we want to fly from Incheon,,false,false,true,1,true,,,,,
false,0.704506,is there a flight that leaves Baranovichi,,false,false,true,1,true,,,,,
true,0.9977573,I want to fly from San Miguel del Padrón,,false,false,false,1,false,,,,,
true,0.9894042,I want to fly from Batangas,,false,false,true,1,true,,,,,
true,0.5884309,is there any way to travel from Krasnodar,,false,false,true,1,true,,,,,
true,0.5889136,is there any way to travel from Valdivia,,false,false,true,1,true,,,,,
true,0.6887407,can I depart from Kandy,,false,false,true,1,true,,,,,
true,0.997493565,I want to fly from Kurgan,,false,false,true,1,true,,,,,
true,0.9889031,can we fly from Al Jadīd,,false,false,true,1,true,,,,,
true,0.8243385,can we depart from Paranaguá,,false,false,true,1,true,,,,,
true,0.58510226,is there any way to travel from Lviv,,false,false,true,1,true,,,,,
false,0.451170057,is there a flight that leaves Cairns,,false,false,false,1,false,,,,,
true,0.587977946,is there any way to travel from Chiba,,false,false,true,1,true,,,,,
true,0.833951354,can we depart from Pasadena,,false,false,true,1,true,,,,,
true,0.97715193,can we go from Sohag,,false,false,true,1,true,,,,,
true,0.97715193,can we go from Botucatu,,false,false,true,1,true,,,,,
true,0.9950805,can I fly from San Bernardo,,false,false,true,1,true,,,,,
true,0.8243385,can we depart from Hugli,,false,false,true,1,true,,,,,
true,0.8189448,can we depart from Māler Kotla,,false,false,true,1,true,,,,,
false,0.704506,is there a flight that leaves Pānīpat,,false,false,true,1,true,,,,,
true,0.875443161,can I go from Plovdiv,,false,false,true,1,true,,,,,
true,0.8857831,can I go from Köln,,false,false,true,1,true,,,,,
false,0.38528955,is there a flight that leaves Yangon,,false,false,true,1,true,,,,,
true,0.563037634,is there any way to travel from Stockton,,false,false,true,1,true,,,,,
true,0.97715193,can we go from Abadan,,false,false,true,1,true,,,,,
false,0.389368117,is there a flight that leaves Ondo,,false,false,false,1,false,,,,,
false,0.704506,is there a flight that leaves Obuase,,false,false,true,1,true,,,,,
true,0.8243385,can we depart from Calabozo,,false,false,true,1,true,,,,,
true,0.999809265,can I fly from Columbus,,false,false,false,1,false,,,,,
false,0.704506,is there a flight that leaves Sūjāngarh,,false,false,true,1,true,,,,,
true,0.993435562,I want to fly from Copenhagen,,false,false,true,1,true,,,,,
true,0.998794556,we want to fly from Sumy,,false,false,true,1,true,,,,,
false,0.704506,is there a flight that leaves Elista,,false,false,true,1,true,,,,,
true,0.998794556,we want to fly from Sabadell,,false,false,true,1,true,,,,,
true,0.5796239,is there any way to travel from Marbella,,false,false,true,1,true,,,,,
true,0.9759013,can I fly from León de los Aldama,,false,false,true,1,true,,,,,
true,0.9257582,can I go from Gondal,,false,false,false,1,false,,,,,
true,0.997493565,I want to fly from Gudivāda,,false,false,true,1,true,,,,,
true,0.97715193,can we go from Qionghai,,false,false,true,1,true,,,,,
false,0.704506,is there a flight that leaves Yonago,,false,false,true,1,true,,,,,
true,0.9257582,can I go from Ipatinga,,false,false,true,1,true,,,,,
true,0.5621455,is there any way to travel from Tallahassee,,false,false,true,1,true,,,,,
true,0.9257582,can I go from Hiratsuka,,false,false,true,1,true,,,,,
true,0.832443535,can we depart from Henderson,,false,false,true,1,true,,,,,
false,0.704506,is there a flight that leaves Jhelum,,false,false,true,1,true,,,,,
false,0.410668284,is there a flight that leaves Bekasi,,false,false,true,1,true,,,,,
false,0.5103996,is there a flight that leaves Lisbon,,false,false,true,1,true,,,,,
true,0.987149537,can I fly from Bibirevo,,false,false,false,1,false,,,,,
true,0.987149537,can I fly from Terrassa,,false,false,true,1,true,,,,,
true,0.674465835,can I depart from Souk Ahras,,false,false,true,1,true,,,,,
true,0.998794556,we want to fly from Wanxian,,false,false,true,1,true,,,,,
false,0.704506,is there a flight that leaves Ḩawallī,,false,false,false,1,false,,,,,
true,0.97715193,can we go from Urayasu,,false,false,true,1,true,,,,,
true,0.97715193,can we go from Shikarpur,,false,false,true,1,true,,,,,
true,0.441131324,is there any way to travel from Cajamarca,,false,false,true,1,true,,,,,
false,0.704506,is there a flight that leaves Hinthada,,false,false,true,1,true,,,,,
true,0.7790392,can we depart from Mek'ele,,false,false,false,1,false,,,,,
true,0.9324835,can we go from Pécs,,false,false,true,1,true,,,,,
true,0.998794556,we want to fly from Moratuwa,,false,false,true,1,true,,,,,
true,0.9946587,can we fly from Genève,,false,false,true,1,true,,,,,
true,0.7390028,is there any way to travel from Iguala de la Independencia,,false,false,true,1,true,,,,,
true,0.998794556,we want to fly from Itaboraí,,false,false,true,1,true,,,,,
true,0.8243385,can we depart from Castanhal,,false,false,true,1,true,,,,,
true,0.8168509,can we depart from Pontianak,,false,false,true,1,true,,,,,
true,0.8243385,can we depart from Kenitra,,false,false,true,1,true,,,,,
true,0.557709634,is there any way to travel from Newark,,false,false,true,1,true,,,,,
true,0.987422347,I want to fly from Prato,,false,false,true,1,true,,,,,
true,0.9257582,can I go from Zhytomyr,,false,false,true,1,true,,,,,
false,0.704506,is there a flight that leaves Aktobe,,false,false,true,1,true,,,,,
true,0.7135691,can I depart from Ivano-Frankivsk,,false,false,false,1,false,,,,,
false,0.704506,is there a flight that leaves Wałbrzych,,false,false,true,1,true,,,,,
true,0.9448053,can we go from Naga,,false,false,false,1,false,,,,,
true,0.9870587,can we fly from Fairfield,,false,false,true,1,true,,,,,
true,0.625283062,can I depart from Gondar,,false,false,true,1,true,,,,,
true,0.9062512,can I go from Richmond,,false,false,true,1,true,,,,,
true,0.9240718,can we go from João Pessoa,,false,false,true,1,true,,,,,
true,0.987149537,can I fly from Lubuklinggau,,false,false,true,1,true,,,,,
true,0.987149537,can I fly from Kupang,,false,false,true,1,true,,,,,
true,0.8243385,can we depart from Sacaba,,false,false,true,1,true,,,,,
true,0.5609438,is there any way to travel from Providence,,false,false,false,1,false,,,,,
true,0.5411728,is there any way to travel from Chincha Alta,,false,false,true,1,true,,,,,
true,0.9756325,is there any way to travel from Recife,,false,false,true,1,true,,,,,
true,0.441131324,is there any way to travel from Śródmieście,,false,false,false,1,false,,,,,
true,0.998794556,we want to fly from Panevėžys,,false,false,true,1,true,,,,,
true,0.9876672,I want to fly from Pristina,,false,false,true,1,true,,,,,
true,0.8243385,can we depart from Groznyy,,false,false,true,1,true,,,,,
true,0.9918797,is there any way to travel from San Francisco,,false,false,true,1,true,,,,,
true,0.97715193,can we go from Rondonópolis,,false,false,true,1,true,,,,,
true,0.8912176,is there any way to travel from Canoas,,false,false,true,1,true,,,,,
true,0.97715193,can we go from Castanhal,,false,false,true,1,true,,,,,
true,0.995146632,can I fly from Guadalajara de Buga,,false,false,true,1,true,,,,,
true,0.997493565,I want to fly from Kamalia,,false,false,false,1,false,,,,,
true,0.998794556,we want to fly from Kuwana,,false,false,true,1,true,,,,,
true,0.97715193,can we go from Daxing,,false,false,true,1,true,,,,,
true,0.998794556,we want to fly from Favoriten,,false,false,false,1,false,,,,,
true,0.8243385,can we depart from Alcobendas,,false,false,true,1,true,,,,,
true,0.8189448,can we depart from Râmnicu Vâlcea,,false,false,true,1,true,,,,,
true,0.9937049,we want to fly from Tete,,false,false,true,1,true,,,,,
true,0.99268055,we want to fly from Metairie Terrace,,false,false,true,1,true,,,,,
false,0.704506,is there a flight that leaves Utsunomiya,,false,false,true,1,true,,,,,
true,0.9616734,can I fly from Des Moines,,false,false,true,1,true,,,,,
true,0.9946587,can we fly from Kumagaya,,false,false,true,1,true,,,,,
true,0.987149537,can I fly from Rubtsovsk,,false,false,true,1,true,,,,,
true,0.992364645,we want to fly from Yazd,,false,false,true,1,true,,,,,
true,0.825028539,can we depart from Chelmsford,,false,false,true,1,true,,,,,
true,0.9515249,can we go from Doha,,false,false,true,1,true,,,,,
false,0.704506,is there a flight that leaves Bettiah,,false,false,true,1,true,,,,,
true,0.9329065,can I go from Torbat-e Ḩeydarīyeh,,false,false,false,1,false,,,,,
true,0.441131324,is there any way to travel from Marzahn,,false,false,false,1,false,,,,,
true,0.998794556,we want to fly from Mossoró,,false,false,true,1,true,,,,,
true,0.6659191,can I depart from Port Moresby,,false,false,true,1,true,,,,,
true,0.972777,can I fly from Georgetown,,false,false,true,1,true,,,,,
true,0.938023746,can we go from Caen,,false,false,true,1,true,,,,,
true,0.997493565,I want to fly from Mazyr,,false,false,true,1,true,,,,,
true,0.9755837,can I fly from Kent,,false,false,false,1,false,,,,,
true,0.5591151,is there any way to travel from Bristol,,false,false,true,1,true,,,,,
true,0.9937049,we want to fly from Burnley,,false,false,true,1,true,,,,,
true,0.9945506,I want to fly from El Oued,,false,false,true,1,true,,,,,
true,0.8766903,can I go from Mombasa,,false,false,true,1,true,,,,,
true,0.97715193,can we go from Gondiā,,false,false,true,1,true,,,,,
true,0.97715193,can we go from Bahawalpur,,false,false,true,1,true,,,,,
true,0.987149537,can I fly from Khandwa,,false,false,true,1,true,,,,,
true,0.8334109,can we depart from Brighton,,false,false,true,1,true,,,,,
true,0.691085458,can I depart from Lincoln,,false,false,false,1,false,,,,,
true,0.430172384,is there any way to travel from Dąbrowa Górnicza,,false,false,true,1,true,,,,,
true,0.8243385,can we depart from Kaiyuan,,false,false,true,1,true,,,,,
false,0.704506,is there a flight that leaves Urganch,,false,false,true,1,true,,,,,
true,0.816211462,can we depart from Getafe,,false,false,true,1,true,,,,,
false,0.346494079,is there a flight that leaves Budapest XI. kerület,,false,false,false,1,false,,,,,
false,0.575697958,is there a flight that leaves Al Ḩillah,,false,false,false,1,false,,,,,
true,0.853774369,can I go from Dera Ghazi Khan,,false,false,true,1,true,,,,,
true,0.6685283,is there any way to travel from Los Ángeles,,false,false,false,1,false,,,,,
true,0.996999,I want to fly from Hulan Ergi,,false,false,true,1,true,,,,,
true,0.9657901,can I fly from Laval,,false,false,true,1,true,,,,,
true,0.998794556,we want to fly from Mahilyow,,false,false,true,1,true,,,,,
true,0.68979764,can I depart from Sakura,,false,false,true,1,true,,,,,
true,0.8869863,is there any way to travel from San Pedro Garza García,,false,false,true,1,true,,,,,
true,0.996115148,we want to fly from Huntsville,,false,false,true,1,true,,,,,
true,0.987149537,can I fly from Kutaisi,,false,false,true,1,true,,,,,
true,0.5912457,is there any way to travel from Bremerhaven,,false,false,true,1,true,,,,,
false,0.704506,is there a flight that leaves Yushu,,false,false,true,1,true,,,,,
true,0.441131324,is there any way to travel from Pathānkot,,false,false,true,1,true,,,,,
true,0.625283062,can I depart from Nzérékoré,,false,false,true,1,true,,,,,
true,0.441131324,is there any way to travel from Cienfuegos,,false,false,true,1,true,,,,,
true,0.441131324,is there any way to travel from Būkān,,false,false,true,1,true,,,,,
false,0.704506,is there a flight that leaves Jiagedaqi,,false,false,true,1,true,,,,,
true,0.9790157,can we fly from Bucheon-si,,false,false,false,1,false,,,,,
true,0.8224959,can we depart from Pilar,,false,false,true,1,true,,,,,
true,0.987149537,can I fly from Juliaca,,false,false,true,1,true,,,,,
true,0.997493565,I want to fly from Niihama,,false,false,true,1,true,,,,,
true,0.9958967,we want to fly from Greensboro,,false,false,true,1,true,,,,,
true,0.97715193,can we go from Taunggyi,,false,false,true,1,true,,,,,
true,0.5742275,is there any way to travel from Dudley,,false,false,true,1,true,,,,,
true,0.5135334,is there any way to travel from Al Kūt,,false,false,true,1,true,,,,,
true,0.8243385,can we depart from Haimen,,false,false,true,1,true,,,,,
false,0.704506,is there a flight that leaves Sandachō,,false,false,true,1,true,,,,,
true,0.997572958,I want to fly from Los Teques,,false,false,true,1,true,,,,,
true,0.6179062,can I depart from Chertanovo Yuzhnoye,,false,false,false,1,false,,,,,
true,0.941545665,can we go from Oldham,,false,false,true,1,true,,,,,
true,0.9946587,can we fly from Kasur,,false,false,true,1,true,,,,,
false,0.704506,is there a flight that leaves İzmit,,false,false,false,1,false,,,,,
true,0.9946587,can we fly from Chandannagar,,false,false,true,1,true,,,,,
false,0.704506,is there a flight that leaves Čačak,,false,false,false,1,false,,,,,
false,0.29628545,ias tghere a flight that leqaves lancaster ,,true,false,true,1,true,,,,,
true,0.94936955,csan wre fly ferom khanpur ,,true,false,false,1,false,,,,,
false,0.5335285,ias therwe a flignht that leaves uvira ,,true,false,false,1,false,,,,,
true,0.7843655,csan i go frojm düsseldorf ,,true,false,true,1,true,,,,,
true,0.896344,wwe wangt to fly fronm gera ,,true,false,false,1,false,,,,,
true,0.9315061,csan i fly friom skopje ,,true,false,true,1,true,,,,,
true,0.9794946,czan i fly frpom yueyang ,,true,false,false,1,false,,,,,
false,0.458941,iws tjhere a flight tnhat leaves agadez ,,true,false,true,1,true,,,,,
false,0.8108662,is therwe a flkight that leaves nanchlong ,,true,false,false,1,false,,,,,
false,0.6614097,cqan wre depart ffrom sunggal ,,true,false,true,1,true,,,,,
true,0.978016734,we wzant to fply from pindamonghangaba ,,true,false,false,1,false,,,,,
true,0.9726381,cqan we foly from blitsar ,,true,false,false,1,false,,,,,
true,0.993052661,we wzant to fly frpom tandlo apllahyar ,,true,false,false,1,false,,,,,
true,0.686607,can wwe gio from liuoyang ,,true,false,false,1,false,,,,,
false,0.928155959,is there amny way to travwel ferom iziumisano ,,true,false,false,1,false,,,,,
false,0.706029058,is there a floight tjhat leaves sioran ,,true,false,false,1,false,,,,,
true,0.9674472,i want tpo fly frokm tafguig ,,true,false,false,1,false,,,,,
true,0.877109,we wsant to flhy ffrom basingstoke ,,true,false,true,1,true,,,,,
true,0.744183,ids there ahny way to traveol fronm manzanillo ,,true,false,false,1,false,,,,,
true,0.8109755,iws there ahny waty tpo travel from elik grove ,,true,false,false,1,false,,,,,
false,0.5505844,ids therde a folight that leaves yamagata ,,true,false,true,1,true,,,,,
false,0.8076904,iws there a flight that leavdes lwe hsavre ,,true,false,false,1,false,,,,,
true,0.7829027,ias there a fplight that lweaves porto-novo ,,true,false,false,1,false,,,,,
true,0.38898024,iws tnhere any waty to travel frokm chandler ,,true,false,false,1,false,,,,,
true,0.99567467,we wqant tlo fly from zjhalantun ,,true,false,false,1,false,,,,,
true,0.7264406,ias there ahny way to tfravel ferom nizhnekamsk ,,true,false,true,1,true,,,,,
true,0.98345387,i wqant to fly ffrom tongashan ,,true,false,false,1,false,,,,,
true,0.9204495,cabn we gio from carapicuíba ,,true,false,true,1,true,,,,,
true,0.475398868,cqan wde depart from bremerjhaven ,,true,false,false,1,false,,,,,
true,0.8477895,cahn we depart from sabndy spribngs ,,true,false,false,1,false,,,,,
true,0.570357859,can wde flty from semwey ,,true,false,false,1,false,,,,,
true,0.805178642,czan i flty from launceston ,,true,false,true,1,true,,,,,
true,0.8982921,camn wde go from shangri-la ,,true,false,false,1,false,,,,,
true,0.9794946,cabn i fly fronm moers ,,true,false,false,1,false,,,,,
false,0.9786848,iws there a flighrt that leavwes eunápolis ,,true,false,true,1,true,,,,,
true,0.37171942,iws thdere any way to trafvel ferom corpus cghristi ,,true,false,false,1,false,,,,,
true,0.787040055,ias there a flighyt tnhat leaves pālanpur ,,true,false,true,1,true,,,,,
true,0.7225537,ias there any wqay tpo travel fronm lianghu ,,true,false,true,1,true,,,,,
true,0.5295837,is there any waty tio travel ftrom pekaolongan ,,true,false,false,1,false,,,,,
true,0.8828653,cqan we ddepart ffrom mumbai ,,true,false,true,1,true,,,,,
true,0.988029957,wre want to fly frlom chehngde ,,true,false,false,1,false,,,,,
true,0.717987537,cqan we depart frojm mymebnsingh ,,true,false,false,1,false,,,,,
true,0.7427441,wre want tio fluy from syevyerodonets’k ,,true,false,false,1,false,,,,,
true,0.9110662,iws there a flignht that ldeaves ulan-ude ,,true,false,false,1,false,,,,,
true,0.881213963,can we depafrt frojm bporivli ,,true,false,false,1,false,,,,,
false,0.500619233,csan wre depart frlom várzea grande ,,true,false,true,1,true,,,,,
true,0.951342165,wre want to fluy from wolfsbutrg ,,true,false,false,1,false,,,,,
true,0.402696252,ias tnhere any way to travrel friom zhangzhou ,,true,false,true,1,true,,,,,
true,0.960172,cahn we go ftrom luiverpool ,,true,false,false,1,false,,,,,
true,0.7706561,can i go frokm uvuira ,,true,false,false,1,false,,,,,
true,0.570357859,can wde dwepart from székesfehérvár ,,true,false,true,1,true,,,,,
true,0.986430347,we want to foly fronm peoroia ,,true,false,false,1,false,,,,,
true,0.9774622,csan wde fly from buiysk ,,true,false,false,1,false,,,,,
false,0.8476241,can i depart frokm aklanya ,,true,false,false,1,false,,,,,
true,0.795839,can i gio from albuqueraque ,,true,false,false,1,false,,,,,
true,0.9774622,csan wde fly from nashcville ,,true,false,false,1,false,,,,,
false,0.7807386,is thefre a flight that lreaves toowioomba ,,true,false,false,1,false,,,,,
true,0.9683659,csan we fkly fronm santa clara ,,true,false,false,1,false,,,,,
true,0.960172,czan we go ffrom shāntipur ,,true,false,false,1,false,,,,,
true,0.52391,can wwe depart frlom cà maju ,,true,false,false,1,false,,,,,
true,0.9794946,cqan i fly frlom kirkuk ,,true,false,true,1,true,,,,,
true,0.6953204,cahn wde ddepart from bakersfield ,,true,false,true,1,true,,,,,
true,0.7706561,can i go ferom soiegen ,,true,false,false,1,false,,,,,
true,0.6467905,can wwe foly from copiapó ,,true,false,true,1,true,,,,,
true,0.5850731,ids there a flight tghat lweaves naga ,,true,false,false,1,false,,,,,
true,0.6462419,can i fkly ffrom ubohn ratchathani ,,true,false,false,1,false,,,,,
false,0.465419,can wre fkly ffrom isesaki ,,true,false,false,1,false,,,,,
true,0.644333839,can i drepart frokm lqabuan bajo ,,true,false,false,1,false,,,,,
true,0.804187655,camn i go ftrom soiuth bend ,,true,false,false,1,false,,,,,
true,0.7115994,cqan wwe depargt from tema ,,true,false,true,1,true,,,,,
