intentRecognized,intentScore,inputSentence,spellcheckedSentence,spellingErrors,luisSpellCheck,allEntitiesRecognized,numberEntities,originCity,destinationCity,budget,startDate,numberChildren,numberAdults
false,0.575623333,my destination is Mahajanga,,false,false,true,1,,true,,,,
true,0.996428668,we want to fly up to Centennial,,false,false,true,1,,true,,,,
true,0.982375443,and to add I want to go to Guangming,,false,false,true,1,,true,,,,
false,0.575623333,my destination is Dinājpur,,false,false,true,1,,true,,,,
true,0.982375443,and to add I want to go to Yingkou,,false,false,true,1,,true,,,,
true,0.7929927,to go to Puyang,,false,false,true,1,,true,,,,
true,0.8243385,can we depart from Roodepoort,,false,false,false,1,,false,,,,
true,0.889223039,can we depart from La Pintana,,false,false,true,1,,true,,,,
false,0.709700644,to Bukhara,,false,false,true,1,,true,,,,
false,0.575623333,my destination is Hargeysa,,false,false,true,1,,true,,,,
true,0.9990125,we want to fly up to Jamālpur,,false,false,true,1,,true,,,,
false,0.709700644,to Piteşti,,false,false,true,1,,true,,,,
true,0.9926509,and to add we want to go to Sabhā,,false,false,true,1,,true,,,,
false,0.709700644,to Hangu,,false,false,true,1,,true,,,,
true,0.558459342,to Tianjin,,false,false,true,1,,true,,,,
true,0.9991099,we want to fly up to As Suwayq,,false,false,true,1,,true,,,,
true,0.7929927,to go to Windhoek,,false,false,true,1,,true,,,,
true,0.9979781,I want to fly up to Yamunānagar,,false,false,true,1,,true,,,,
true,0.7661608,to go to Moncton,,false,false,true,1,,true,,,,
false,0.575623333,my destination is Castanhal,,false,false,true,1,,true,,,,
true,0.8001928,can I depart from West Raleigh,,false,false,false,1,,false,,,,
true,0.9990125,we want to fly up to Ilhéus,,false,false,true,1,,true,,,,
true,0.7929927,to go to Monywa,,false,false,true,1,,true,,,,
true,0.9632698,and to add I want to go to Rijeka,,false,false,true,1,,true,,,,
true,0.9990125,we want to fly up to Bandundu,,false,false,true,1,,true,,,,
true,0.9926509,and to add we want to go to Neiva,,false,false,true,1,,true,,,,
true,0.459368527,my destination is Sinop,,false,false,true,1,,true,,,,
false,0.502757847,my destination is Birnin Kebbi,,false,false,true,1,,true,,,,
true,0.9441875,and to add we want to go to Franco da Rocha,,false,false,true,1,,true,,,,
true,0.5570872,to Daqing,,false,false,true,1,,true,,,,
true,0.996286154,we want to fly up to Port Elizabeth,,false,false,true,1,,true,,,,
true,0.981082141,can we depart from South Boston,,false,false,false,1,,false,,,,
false,0.503584743,to Cox’s Bāzār,,false,false,false,1,,false,,,,
true,0.7929927,to go to Angarsk,,false,false,true,1,,true,,,,
true,0.568334937,to Brighton,,false,false,true,1,,true,,,,
true,0.9990125,we want to fly up to Taganrog,,false,false,true,1,,true,,,,
true,0.9793114,and to add we want to go to Gusau,,false,false,true,1,,true,,,,
true,0.9821773,and to add we want to go to Kazan,,false,false,false,1,,false,,,,
true,0.8243385,can we depart from Curicó,,false,false,true,1,,true,,,,
true,0.332217783,my destination is Ciudad Bolívar,,false,false,true,1,,true,,,,
true,0.5354319,my destination is Montes Claros,,false,false,true,1,,true,,,,
false,0.575623333,my destination is Saguenay,,false,false,true,1,,true,,,,
true,0.7863782,to go to Glasgow,,false,false,true,1,,true,,,,
true,0.625283062,can I depart from Hābra,,false,false,true,1,,true,,,,
true,0.8300209,can we depart from Odessa,,false,false,true,1,,true,,,,
true,0.8243385,can we depart from Azcapotzalco,,false,false,true,1,,true,,,,
true,0.8243385,can we depart from Zhaodong,,false,false,true,1,,true,,,,
false,0.709700644,to Zhaoyuan,,false,false,true,1,,true,,,,
true,0.982375443,and to add I want to go to Itaquaquecetuba,,false,false,true,1,,true,,,,
true,0.7929927,to go to Suining,,false,false,true,1,,true,,,,
true,0.992065132,I want to fly up to Mainz,,false,false,true,1,,true,,,,
true,0.625283062,can I depart from Ikirun,,false,false,true,1,,true,,,,
true,0.9979781,I want to fly up to Noginsk,,false,false,true,1,,true,,,,
true,0.7419388,can I depart from Ado-Ekiti,,false,false,false,1,,false,,,,
true,0.7632294,to go to Odense,,false,false,true,1,,true,,,,
true,0.8243385,can we depart from Sittwe,,false,false,true,1,,true,,,,
true,0.980196834,I want to fly up to Marg‘ilon,,false,false,false,1,,false,,,,
true,0.7675163,to go to Prenzlauer Berg,,false,false,false,1,,false,,,,
false,0.709700644,to Bauchi,,false,false,true,1,,true,,,,
true,0.57117933,to Anaheim,,false,false,true,1,,true,,,,
true,0.9926509,and to add we want to go to Bohicon,,false,false,true,1,,true,,,,
true,0.449498773,my destination is Oberhausen,,false,false,true,1,,true,,,,
true,0.564219832,to Yonkers,,false,false,true,1,,true,,,,
true,0.7642083,to go to Potsdam,,false,false,true,1,,true,,,,
true,0.968656957,and to add I want to go to Miramar,,false,false,true,1,,true,,,,
false,0.709700644,to Monywa,,false,false,true,1,,true,,,,
false,0.575623333,my destination is Moratuwa,,false,false,true,1,,true,,,,
true,0.4579124,my destination is Mulhouse,,false,false,true,1,,true,,,,
false,0.709700644,to Shivpuri,,false,false,true,1,,true,,,,
true,0.7929927,to go to Bhuj,,false,false,true,1,,true,,,,
false,0.709700644,to Schöneberg,,false,false,true,1,,true,,,,
true,0.9602221,and to add I want to go to Kumba,,false,false,true,1,,true,,,,
false,0.575623333,my destination is Yuxi,,false,false,true,1,,true,,,,
true,0.9926509,and to add we want to go to Daliang,,false,false,true,1,,true,,,,
true,0.9516479,and to add I want to go to Biên Hòa,,false,false,true,1,,true,,,,
true,0.459368527,my destination is Bareilly,,false,false,true,1,,true,,,,
true,0.9926509,and to add we want to go to Arzamas,,false,false,true,1,,true,,,,
true,0.9979781,I want to fly up to Angren,,false,false,true,1,,true,,,,
true,0.5570872,to Córdoba,,false,false,true,1,,true,,,,
true,0.9838481,and to add we want to go to Perm,,false,false,true,1,,true,,,,
false,0.575623333,my destination is Kaithal,,false,false,true,1,,true,,,,
true,0.7929927,to go to Cileungsir,,false,false,true,1,,true,,,,
true,0.9926509,and to add we want to go to Makiyivka,,false,false,true,1,,true,,,,
true,0.456652343,my destination is Aydın,,false,false,true,1,,true,,,,
true,0.9990125,we want to fly up to Huayin,,false,false,true,1,,true,,,,
true,0.9979781,I want to fly up to Glazov,,false,false,true,1,,true,,,,
true,0.7514204,to go to Bahía Blanca,,false,false,true,1,,true,,,,
false,0.822060347,to Bhairab Bāzār,,false,false,true,1,,true,,,,
true,0.625283062,can I depart from Titāgarh,,false,false,true,1,,true,,,,
true,0.411146253,my destination is Salem,,false,false,true,1,,true,,,,
true,0.8244594,can we depart from Nal’chik,,false,false,false,1,,false,,,,
true,0.982375443,and to add I want to go to Ibadan,,false,false,true,1,,true,,,,
true,0.9990125,we want to fly up to Kasur,,false,false,true,1,,true,,,,
true,0.8248725,to go to Nur-Sultan,,false,false,false,1,,false,,,,
true,0.8243385,can we depart from Mīāndoāb,,false,false,true,1,,true,,,,
false,0.575623333,my destination is Bijapur,,false,false,true,1,,true,,,,
true,0.747343361,to go to Gómez Palacio,,false,false,true,1,,true,,,,
true,0.7412609,to go to Bnei Brak,,false,false,true,1,,true,,,,
false,0.575623333,my destination is Asyūţ,,false,false,true,1,,true,,,,
true,0.822938263,can we depart from Ribeirão Preto,,false,false,true,1,,true,,,,
true,0.9793114,and to add we want to go to Chita,,false,false,true,1,,true,,,,
false,0.575623333,my destination is Quelimane,,false,false,true,1,,true,,,,
false,0.709700644,to Foggia,,false,false,true,1,,true,,,,
false,0.575623333,my destination is Zapopan,,false,false,true,1,,true,,,,
true,0.9979781,I want to fly up to Taubaté,,false,false,true,1,,true,,,,
true,0.9602221,and to add I want to go to Liège,,false,false,true,1,,true,,,,
true,0.9940236,we want to fly up to Bhilai,,false,false,true,1,,true,,,,
true,0.8388553,can we depart from Simi Valley,,false,false,true,1,,true,,,,
true,0.807806134,to North Peoria,,false,false,false,1,,false,,,,
true,0.9949737,we want to fly up to Reims,,false,false,true,1,,true,,,,
true,0.558892667,to Midrand,,false,false,false,1,,false,,,,
true,0.9999728,I want to fly up to Minneapolis,,false,false,true,1,,true,,,,
true,0.571228,to Everett,,false,false,true,1,,true,,,,
true,0.996909857,we want to fly up to Colombo,,false,false,true,1,,true,,,,
true,0.68961966,can I depart from Thornton,,false,false,true,1,,true,,,,
true,0.920767248,my destination is Santo Domingo de los Colorados,,false,false,true,1,,true,,,,
false,0.575623333,my destination is Zhoukou,,false,false,true,1,,true,,,,
true,0.815045536,can we depart from Bremerhaven,,false,false,true,1,,true,,,,
true,0.7929927,to go to Dongyang,,false,false,true,1,,true,,,,
true,0.9859286,and to add we want to go to Bakersfield,,false,false,true,1,,true,,,,
true,0.757205546,to go to Valdivia,,false,false,true,1,,true,,,,
false,0.709700644,to Calabozo,,false,false,true,1,,true,,,,
true,0.6680556,can I depart from Pasragad Branch,,false,false,true,1,,true,,,,
true,0.979020536,and to add we want to go to Poza Rica de Hidalgo,,false,false,true,1,,true,,,,
true,0.9926509,and to add we want to go to Ichalkaranji,,false,false,true,1,,true,,,,
true,0.8289035,can we depart from Havana,,false,false,true,1,,true,,,,
true,0.419040054,my destination is Milton,,false,false,true,1,,true,,,,
true,0.996306837,we want to fly up to Exeter,,false,false,true,1,,true,,,,
true,0.702142537,to go to Ciudad Madero,,false,false,true,1,,true,,,,
false,0.575623333,my destination is Cheboksary,,false,false,true,1,,true,,,,
true,0.861416757,to go to Fort Lauderdale,,false,false,true,1,,true,,,,
true,0.523679852,my destination is Hòa Bình,,false,false,true,1,,true,,,,
false,0.709700644,to Kousséri,,false,false,true,1,,true,,,,
false,0.575623333,my destination is Imperatriz,,false,false,true,1,,true,,,,
false,0.575623333,my destination is Khmelnytskyi,,false,false,true,1,,true,,,,
true,0.982375443,and to add I want to go to Changji,,false,false,true,1,,true,,,,
true,0.982375443,and to add I want to go to Camagüey,,false,false,true,1,,true,,,,
false,0.575623333,my destination is Calamba,,false,false,true,1,,true,,,,
true,0.8243385,can we depart from Hortolândia,,false,false,true,1,,true,,,,
true,0.9979781,I want to fly up to Xining,,false,false,true,1,,true,,,,
true,0.8986107,my destination is City of Westminster,,false,false,true,1,,true,,,,
true,0.9899564,I want to fly up to Offenbach,,false,false,true,1,,true,,,,
false,0.709700644,to Gravataí,,false,false,true,1,,true,,,,
true,0.9621581,my destination is Pulong Santa Cruz,,false,false,true,1,,true,,,,
true,0.615085661,to Marg‘ilon,,false,false,false,1,,false,,,,
true,0.874350846,my destination is San Pablo,,false,false,true,1,,true,,,,
false,0.575623333,my destination is Padalarang,,false,false,true,1,,true,,,,
true,0.689644337,can I depart from Markham,,false,false,true,1,,true,,,,
false,0.709700644,to Kolpino,,false,false,true,1,,true,,,,
true,0.558790743,to Haiphong,,false,false,true,1,,true,,,,
true,0.561677933,to Kandi,,false,false,true,1,,true,,,,
true,0.96756357,and to add I want to go to Tema,,false,false,true,1,,true,,,,
false,0.709700644,to Nîmes,,false,false,true,1,,true,,,,
true,0.4423447,my destination is Hannover,,false,false,true,1,,true,,,,
true,0.7929927,to go to Sukabumi,,false,false,true,1,,true,,,,
true,0.7929927,to go to Agartala,,false,false,true,1,,true,,,,
false,0.575623333,my destination is Cileunyi,,false,false,true,1,,true,,,,
true,0.452058464,my destination is Machida,,false,false,true,1,,true,,,,
true,0.9990125,we want to fly up to Tumbes,,false,false,true,1,,true,,,,
false,0.709700644,to Juliaca,,false,false,true,1,,true,,,,
true,0.9926509,and to add we want to go to Gràcia,,false,false,false,1,,false,,,,
true,0.6241517,my destination is São Bernardo do Campo,,false,false,true,1,,true,,,,
true,0.755053461,to go to Vitebsk,,false,false,true,1,,true,,,,
false,0.575623333,my destination is Rājshāhi,,false,false,true,1,,true,,,,
false,0.575623333,my destination is Udgīr,,false,false,true,1,,true,,,,
true,0.98751533,and to add we want to go to Al Fāw,,false,false,true,1,,true,,,,
true,0.82683146,can we depart from Al Manāqil,,false,false,true,1,,true,,,,
true,0.982375443,and to add I want to go to Kolwezi,,false,false,true,1,,true,,,,
true,0.767115355,to go to Arnhem,,false,false,true,1,,true,,,,
true,0.442626417,my destination is Bogor,,false,false,true,1,,true,,,,
true,0.9812505,and to add we want to go to Minato,,false,false,false,1,,false,,,,
true,0.9990125,we want to fly up to Bhadrāvati,,false,false,true,1,,true,,,,
true,0.459368527,my destination is Campeche,,false,false,true,1,,true,,,,
true,0.9926107,I want to fly up to Basel,,false,false,true,1,,true,,,,
true,0.778919041,to go to Bama,,false,false,true,1,,true,,,,
true,0.8243385,can we depart from Barisāl,,false,false,true,1,,true,,,,
true,0.7929927,to go to Dasmariñas,,false,false,true,1,,true,,,,
true,0.9990125,we want to fly up to Pasuruan,,false,false,true,1,,true,,,,
true,0.77694726,to go to Fontana,,false,false,true,1,,true,,,,
true,0.978455245,and to add we want to go to Pembroke Pines,,false,false,true,1,,true,,,,
true,0.6883224,can I depart from León,,false,false,true,1,,true,,,,
true,0.9799546,and to add we want to go to Katowice,,false,false,true,1,,true,,,,
true,0.996518,we want to fly up to Darwin,,false,false,false,1,,false,,,,
true,0.449498773,my destination is Västerås,,false,false,true,1,,true,,,,
true,0.8243385,can we depart from İzmit,,false,false,false,1,,false,,,,
false,0.575623333,my destination is Yinchuan,,false,false,true,1,,true,,,,
true,0.9990125,we want to fly up to Settat,,false,false,true,1,,true,,,,
true,0.819151938,can we depart from Bucaramanga,,false,false,true,1,,true,,,,
true,0.447466731,my destination is Brugge,,false,false,true,1,,true,,,,
true,0.8346202,my destination is Puebla,,false,false,true,1,,true,,,,
true,0.9990125,we want to fly up to Salihorsk,,false,false,true,1,,true,,,,
true,0.9979781,I want to fly up to Sogamoso,,false,false,true,1,,true,,,,
false,0.575623333,my destination is Pātan,,false,false,true,1,,true,,,,
true,0.9794555,and to add I want to go to Ebute Ikorodu,,false,false,true,1,,true,,,,
true,0.625283062,can I depart from Haldwani,,false,false,true,1,,true,,,,
true,0.9926509,and to add we want to go to Nacala,,false,false,true,1,,true,,,,
true,0.9940236,we want to fly up to Omsk,,false,false,true,1,,true,,,,
false,0.575623333,my destination is Dehui,,false,false,true,1,,true,,,,
true,0.9888772,I want to fly up to El Tigre,,false,false,true,1,,true,,,,
true,0.9954283,and to add we want to go to Mandaluyong City,,false,false,true,1,,true,,,,
true,0.9926509,and to add we want to go to Lubuklinggau,,false,false,true,1,,true,,,,
true,0.982375443,and to add I want to go to Amaigbo,,false,false,true,1,,true,,,,
false,0.502757847,my destination is Rishon LeẔiyyon,,false,false,false,1,,false,,,,
true,0.758479655,to go to Rayong,,false,false,true,1,,true,,,,
true,0.9990125,we want to fly up to Samarkand,,false,false,true,1,,true,,,,
true,0.443214029,my destination is Guarulhos,,false,false,true,1,,true,,,,
false,0.709700644,to Guacara,,false,false,true,1,,true,,,,
true,0.965650558,and to add I want to go to Cerro,,false,false,false,1,,false,,,,
true,0.7929927,to go to Tiraspol,,false,false,true,1,,true,,,,
true,0.6887277,can I depart from Florianópolis,,false,false,true,1,,true,,,,
true,0.916300356,can I depart from Ajman City,,false,false,false,1,,false,,,,
true,0.5608368,to Marbella,,false,false,true,1,,true,,,,
true,0.9440881,my destination is Santiago de Surco,,false,false,false,1,,false,,,,
true,0.402951956,my destination is Oakland,,false,false,true,1,,true,,,,
true,0.408684164,my destination is Columbia,,false,false,true,1,,true,,,,
true,0.8503376,to Virginia Beach,,false,false,false,1,,false,,,,
false,0.575623333,my destination is Ramenki,,false,false,false,1,,false,,,,
true,0.8243385,can we depart from Daugavpils,,false,false,true,1,,true,,,,
true,0.6896242,can I depart from Saskatoon,,false,false,true,1,,true,,,,
true,0.966000557,and to add I want to go to Depok,,false,false,true,1,,true,,,,
false,0.709700644,to Yichun,,false,false,true,1,,true,,,,
true,0.9926509,and to add we want to go to Iida,,false,false,true,1,,true,,,,
false,0.48682043,my destination is Arkhangel’sk,,false,false,false,1,,false,,,,
true,0.7929927,to go to Rantauprapat,,false,false,true,1,,true,,,,
true,0.8243385,can we depart from Meycauayan,,false,false,true,1,,true,,,,
true,0.990523934,to go to Gondā City,,false,false,true,1,,true,,,,
true,0.99968344,and to add we want to go to Vancouver,,false,false,true,1,,true,,,,
true,0.625283062,can I depart from Maracanaú,,false,false,true,1,,true,,,,
false,0.575623333,my destination is Saidpur,,false,false,true,1,,true,,,,
true,0.428760231,my destination is Utrecht,,false,false,true,1,,true,,,,
true,0.9957801,to Sacramento,,false,false,true,1,,true,,,,
true,0.7929927,to go to Middelburg,,false,false,true,1,,true,,,,
false,0.709700644,to Kaohsiung,,false,false,true,1,,true,,,,
true,0.9926509,and to add we want to go to Queimados,,false,false,true,1,,true,,,,
false,0.709700644,to Ikoma,,false,false,true,1,,true,,,,
true,0.625283062,can I depart from Calamba,,false,false,true,1,,true,,,,
true,0.8243385,can we depart from Rājkot,,false,false,true,1,,true,,,,
true,0.982375443,and to add I want to go to Kūhdasht,,false,false,true,1,,true,,,,
true,0.997338057,to go to Recife,,false,false,true,1,,true,,,,
true,0.625283062,can I depart from Irákleion,,false,false,true,1,,true,,,,
true,0.8148387,can we depart from Man,,false,false,false,1,,false,,,,
true,0.625283062,can I depart from Najafgarh,,false,false,false,1,,false,,,,
true,0.7929927,to go to Bintulu,,false,false,true,1,,true,,,,
true,0.8269116,can we depart from Miramar,,false,false,true,1,,true,,,,
true,0.9779609,and to add we want to go to Bat Yam,,false,false,true,1,,true,,,,
true,0.625283062,can I depart from Zahedan,,false,false,true,1,,true,,,,
false,0.709700644,to Anqing,,false,false,true,1,,true,,,,
false,0.709700644,to Libreville,,false,false,true,1,,true,,,,
false,0.709700644,to Magangué,,false,false,true,1,,true,,,,
true,0.625283062,can I depart from Ajdabiya,,false,false,true,1,,true,,,,
true,0.9990125,we want to fly up to Severnyy,,false,false,true,1,,true,,,,
false,0.575623333,my destination is Heze,,false,false,true,1,,true,,,,
false,0.709700644,to Akademicheskoe,,false,false,false,1,,false,,,,
true,0.625283062,can I depart from Başakşehir,,false,false,true,1,,true,,,,
true,0.950327635,aned tio add i want to go to drobeta-turnu severin ,,true,false,false,1,,false,,,,
true,0.940044,we wzant tio fkly up to cheltehnham ,,true,false,false,1,,false,,,,
true,0.451940417,tio tver ,,true,false,false,1,,false,,,,
true,0.996944547,we wamnt tlo fly up to manipla ,,true,false,false,1,,false,,,,
true,0.9726381,camn we depaert from kōriyama ,,true,false,true,1,,true,,,,
true,0.557588,to sahnta teresa dwel tjuy ,,true,false,false,1,,false,,,,
true,0.550608456,my deastination ids jalingo ,,true,false,true,1,,true,,,,
true,0.84978193,and tlo add i wanrt to glo to kigoma ,,true,false,true,1,,true,,,,
false,0.709700644,to markza ,,true,false,false,1,,false,,,,
true,0.6208891,to glo to mzakassar ,,true,false,false,1,,false,,,,
true,0.375641525,muy destination is staryty oaskol ,,true,false,false,1,,false,,,,
true,0.984656751,i wzant to fly ulp to sakakajh ,,true,false,false,1,,false,,,,
true,0.5279231,tpo hartford ,,true,false,false,1,,false,,,,
true,0.4628423,tpo ivanovskoye ,,true,false,false,1,,false,,,,
false,0.6366162,can wwe depart fronm abnyama ,,true,false,false,1,,false,,,,
false,0.7722745,can wre depart frokm natiore ,,true,false,false,1,,false,,,,
true,0.851595461,czan i dwepart from reading ,,true,false,false,1,,false,,,,
false,0.8476241,can i depart ffrom atsiqaman ,,true,false,false,1,,false,,,,
true,0.6121305,tio gio to blagoveshchensk ,,true,false,true,1,,true,,,,
true,0.5279231,tio ankara ,,true,false,true,1,,true,,,,
true,0.754169464,and tio aedd i wqant to gio to clovis ,,true,false,true,1,,true,,,,
true,0.6652388,to glo to akl bāb ,,true,false,false,1,,false,,,,
true,0.832333565,cqan we delpart ferom nablus ,,true,false,true,1,,true,,,,
true,0.8793719,i want tpo fply ulp to beipiao ,,true,false,true,1,,true,,,,
true,0.451940417,tio tiébo ,,true,false,false,1,,false,,,,
false,0.8476241,can i depart frojm laresdo ,,true,false,false,1,,false,,,,
true,0.8858323,we wanyt to foly uop to rortterdam ,,true,false,false,1,,false,,,,
true,0.475398868,csan wre depart from bafcoor ,,true,false,false,1,,false,,,,
false,0.8476241,can i depart friom scarborouggh ,,true,false,false,1,,false,,,,
true,0.983358443,we wanyt tpo fly up to eskmeraldas ,,true,false,false,1,,false,,,,
true,0.994230747,we want tlo fkly up to bjursa ,,true,false,false,1,,false,,,,
true,0.907676756,wre want tio foly up to targówek ,,true,false,true,1,,true,,,,
true,0.7158296,tlo go to león dwe loas aldama ,,true,false,false,1,,false,,,,
true,0.717987537,csan we depart ftrom oasasco ,,true,false,false,1,,false,,,,
false,0.941908836,mhy destkination is sousse ,,true,false,true,1,,true,,,,
true,0.5279231,tpo livorno ,,true,false,true,1,,true,,,,
false,0.4943426,mhy destuination is nporth peoria ,,true,false,false,1,,false,,,,
false,0.7366113,cqan i depart ffrom dąbrowa górnicza ,,true,false,false,1,,false,,,,
true,0.919458449,wre wqant to fly uop to gosāba ,,true,false,true,1,,true,,,,
false,0.8062502,my destoination is boiysk ,,true,false,false,1,,false,,,,
true,0.617937565,mty drestination iws barra mansa ,,true,false,false,1,,false,,,,
false,0.8476241,can i depart fronm sjhakhty ,,true,false,false,1,,false,,,,
false,0.9677694,tlo sahāranpur ,,true,false,false,1,,false,,,,
true,0.7796414,i wabnt to foly ulp to el achoir ,,true,false,false,1,,false,,,,
true,0.9317231,ahnd tpo add i want to gpo to berhgedorf ,,true,false,false,1,,false,,,,
false,0.709700644,to antiocjh ,,true,false,false,1,,false,,,,
true,0.550608456,my destinartion ids mahajanga ,,true,false,true,1,,true,,,,
true,0.972235,we wamnt tlo fly uop to centdennial ,,true,false,false,1,,false,,,,
true,0.9254633,and tio add i want to gio to guamngming ,,true,false,false,1,,false,,,,
true,0.585455,muy destination ids dinājpur ,,true,false,true,1,,true,,,,
true,0.79278636,and tlo afdd i wanrt to go to yihngkou ,,true,false,false,1,,false,,,,
true,0.697862,tlo go to puuyang ,,true,false,false,1,,false,,,,
true,0.670176446,csan wre deparyt from roodepoort ,,true,false,false,1,,false,,,,
false,0.7529509,can wde depart frojm lqa pintana ,,true,false,false,1,,false,,,,
true,0.4628423,tpo bukhara ,,true,false,true,1,,true,,,,
false,0.8062502,my destinatilon is hargreysa ,,true,false,false,1,,false,,,,
true,0.994546533,wde want tlo fly up to jamālpur ,,true,false,true,1,,true,,,,
true,0.4628423,tpo piteşti ,,true,false,true,1,,true,,,,
true,0.971802831,ansd tlo add wre want to go to sabhā ,,true,false,true,1,,true,,,,
true,0.451940417,tio hangu ,,true,false,false,1,,false,,,,
true,0.5279231,tio tianjin ,,true,false,false,1,,false,,,,
true,0.957177639,we want tio flhy up to aas syuwayq ,,true,false,false,1,,false,,,,
true,0.694395959,tpo go to winsdhoek ,,true,false,false,1,,false,,,,
true,0.975521564,i want tlo fly uop to yamunānagar ,,true,false,true,1,,true,,,,
true,0.6583651,tio glo to moncton ,,true,false,true,1,,true,,,,
true,0.555332959,my dedstination ias castanhal ,,true,false,true,1,,true,,,,
false,0.5915961,csan i depart ferom wewst raleigh ,,true,false,false,1,,false,,,,
true,0.9270182,we want tio foly uop to ilhéus ,,true,false,true,1,,true,,,,
true,0.559487939,tlo glo to monywa ,,true,false,true,1,,true,,,,
true,0.7371816,and tlo asdd i wqant to gpo to rijeka ,,true,false,true,1,,true,,,,
true,0.98949033,we want tio fly ulp to bandundyu ,,true,false,false,1,,false,,,,
true,0.850293756,and tio afdd we wamnt to gio to neicva ,,true,false,false,1,,false,,,,
true,0.563740849,my desgtination iws sinop ,,true,false,true,1,,true,,,,
false,0.836727262,my destuination is birnuin kebvbi ,,true,false,false,1,,false,,,,
true,0.9642457,aned tlo add we want to gpo to frahnco dsa rocgha ,,true,false,false,1,,false,,,,
true,0.5279231,tpo daqing ,,true,false,false,1,,false,,,,
true,0.9761908,we want tpo fly uop to potrt elizqabeth ,,true,false,false,1,,false,,,,
false,0.6802919,can wde depart frokm south bosgton ,,true,false,false,1,,false,,,,
false,0.6255039,tlo cox’s bāzār ,,true,false,false,1,,false,,,,
true,0.694395959,tpo go to antgarsk ,,true,false,false,1,,false,,,,
true,0.5279231,tpo brighton ,,true,false,true,1,,true,,,,
true,0.968315244,we want tpo fkly up to tafganrog ,,true,false,false,1,,false,,,,
true,0.984578848,abnd tlo add we wahnt to go to gjusau ,,true,false,false,1,,false,,,,
true,0.9399961,and tlo afdd we want to glo to kzazan ,,true,false,false,1,,false,,,,
true,0.9726381,cqan we dwepart from curicó ,,true,false,true,1,,true,,,,
