intentRecognized,intentScore,inputSentence,spellcheckedSentence,spellingErrors,luisSpellCheck,allEntitiesRecognized,numberEntities,originCity,destinationCity,budget,startDate,numberChildren,numberAdults
true,0.9560335,does this budget suffice: 4107 $.,,false,false,true,1,,,true,,,
true,0.941825867,we broke my piggy bank and got  548 yen.,,false,false,true,1,,,true,,,
true,0.9035392,I broke my piggy bank and got  GBP 3693.,,false,false,false,1,,,false,,,
true,0.791311264,"I wanna go all out, we got 101300 ¥.",,false,false,true,1,,,true,,,
true,0.907131135,I broke my piggy bank and got  € 4923.,,false,false,true,1,,,true,,,
true,0.754638135,does this budget suffice: GBP 2893.,,false,false,false,1,,,false,,,
true,0.88633734,I saved up 470 £.,,false,false,true,1,,,true,,,
true,0.9283349,our budget GBP 2182.,,false,false,false,1,,,false,,,
true,0.8986405,does this budget suffice: 357 dollars.,,false,false,true,1,,,true,,,
true,0.848084,how about EUR 3030.,,false,false,false,1,,,false,,,
true,0.8659876,"I got lots of money, to be precise ¥ 67200.",,false,false,true,1,,,true,,,
true,0.999581635,we only have 4637 $.,,false,false,true,1,,,true,,,
true,0.8683576,"I got lots of money, to be precise 4807 euro.",,false,false,true,1,,,true,,,
true,0.974229038,we broke my piggy bank and got  dollars 3425.,,false,false,false,1,,,false,,,
true,0.96180284,I only have 412100 ¥.,,false,false,true,1,,,true,,,
true,0.754707038,does this budget suffice: 3981 yen.,,false,false,true,1,,,true,,,
true,0.8625181,how about 2395 GBP.,,false,false,true,1,,,true,,,
true,0.7547498,does this budget suffice: euro 4479.,,false,false,false,1,,,false,,,
true,0.8629333,my budget is £ 1343.,,false,false,true,1,,,true,,,
true,0.951287,I only have JPY 3447.,,false,false,false,1,,,false,,,
true,0.9471063,"I got lots of money, to be precise USD 2156.",,false,false,false,1,,,false,,,
true,0.945425,we saved up 413900 ¥.,,false,false,true,1,,,true,,,
true,0.8315445,the budget is running low.. only got ¥ 212200.,,false,false,true,1,,,true,,,
true,0.992091835,we saved up 1000 ¥.,,false,false,true,1,,,true,,,
true,0.922867954,we saved up JPY 1615.,,false,false,false,1,,,false,,,
true,0.861644447,how about EUR 3661.,,false,false,false,1,,,false,,,
true,0.7803103,does this budget suffice: 3517 GBP.,,false,false,true,1,,,true,,,
true,0.8662827,"I got lots of money, to be precise £ 4513.",,false,false,true,1,,,true,,,
true,0.9068923,I broke my piggy bank and got  pounds 2421.,,false,false,false,1,,,false,,,
true,0.929035962,"we wanna go all out, I got dollars 4685.",,false,false,false,1,,,false,,,
true,0.9025343,our budget JPY 1511.,,false,false,false,1,,,false,,,
true,0.9232413,"we got lots of money, to be precise pounds 4181.",,false,false,false,1,,,false,,,
true,0.863262653,my budget is £ 131.,,false,false,true,1,,,true,,,
true,0.7906904,"we wanna go all out, I got 3443 pounds.",,false,false,true,1,,,true,,,
true,0.8903513,I saved up ¥ 448400.,,false,false,true,1,,,true,,,
true,0.818324268,"I wanna go all out, we got £ 682.",,false,false,true,1,,,true,,,
true,0.7546407,does this budget suffice: 4457 £.,,false,false,true,1,,,true,,,
true,0.9054454,I saved up pounds 4914.,,false,false,false,1,,,false,,,
true,0.833011568,the budget is running low.. only got pounds 2913.,,false,false,false,1,,,false,,,
true,0.9374933,our budget € 2298.,,false,false,true,1,,,true,,,
true,0.871793866,I saved up 1228 JPY.,,false,false,true,1,,,true,,,
true,0.9406862,I only have 4521 £.,,false,false,true,1,,,true,,,
true,0.9486672,we broke my piggy bank and got  3907 pounds.,,false,false,true,1,,,true,,,
true,0.982010841,we only have 307400 ¥.,,false,false,true,1,,,true,,,
true,0.92786324,our budget EUR 2089.,,false,false,false,1,,,false,,,
true,0.9560335,does this budget suffice: 2772 $.,,false,false,true,1,,,true,,,
true,0.9955088,I only have 3723 USD.,,false,false,true,1,,,true,,,
true,0.7816564,does this budget suffice: pounds 1877.,,false,false,false,1,,,false,,,
true,0.849944353,"we wanna go all out, we got 109 euro.",,false,false,true,1,,,true,,,
true,0.866234,"I got lots of money, to be precise GBP 4027.",,false,false,false,1,,,false,,,
true,0.9808326,we saved up dollars 187.,,false,false,false,1,,,false,,,
true,0.9473956,"we wanna go all out, we got USD 2846.",,false,false,false,1,,,false,,,
true,0.987205565,we only have € 2388.,,false,false,true,1,,,true,,,
true,0.754633,does this budget suffice: 4033 EUR.,,false,false,true,1,,,true,,,
true,0.907131135,I broke my piggy bank and got  € 1539.,,false,false,true,1,,,true,,,
true,0.9441497,we broke my piggy bank and got  4885 £.,,false,false,true,1,,,true,,,
true,0.9729845,our budget USD 3066.,,false,false,false,1,,,false,,,
true,0.833011568,the budget is running low.. only got pounds 1488.,,false,false,false,1,,,false,,,
true,0.849124,the budget is running low.. only got 277 GBP.,,false,false,true,1,,,true,,,
true,0.986801,I only have 273 dollars.,,false,false,true,1,,,true,,,
true,0.973825,the budget is running low.. only got $ 4698.,,false,false,true,1,,,true,,,
true,0.9836767,my budget is $ 926.,,false,false,true,1,,,true,,,
true,0.852273464,how about pounds 4010.,,false,false,false,1,,,false,,,
true,0.8903513,I saved up 452900 ¥.,,false,false,true,1,,,true,,,
true,0.8583709,my budget is £ 842.,,false,false,true,1,,,true,,,
true,0.8466493,my budget is JPY 2910.,,false,false,false,1,,,false,,,
true,0.8613941,my budget is 263000 ¥.,,false,false,true,1,,,true,,,
true,0.9924574,we broke my piggy bank and got  $ 2260.,,false,false,true,1,,,true,,,
true,0.9835146,how about 3820 $.,,false,false,true,1,,,true,,,
true,0.8312482,how about 2215 JPY.,,false,false,true,1,,,true,,,
true,0.9560335,does this budget suffice: $ 3472.,,false,false,true,1,,,true,,,
true,0.8316914,the budget is running low.. only got £ 2703.,,false,false,true,1,,,true,,,
true,0.8776414,my budget is 2246 pounds.,,false,false,true,1,,,true,,,
true,0.873717248,I saved up 692 JPY.,,false,false,true,1,,,true,,,
true,0.8853752,I saved up 2180 euro.,,false,false,true,1,,,true,,,
true,0.8265809,"we wanna go all out, we got 2472 JPY.",,false,false,true,1,,,true,,,
true,0.8496522,the budget is running low.. only got pounds 2375.,,false,false,false,1,,,false,,,
true,0.8915799,I saved up 2519 GBP.,,false,false,true,1,,,true,,,
true,0.996403754,our budget 4058 $.,,false,false,true,1,,,true,,,
true,0.9540967,I only have pounds 392.,,false,false,false,1,,,false,,,
true,0.929035962,"we wanna go all out, I got 4124 dollars.",,false,false,true,1,,,true,,,
true,0.929035962,"I wanna go all out, we got 2271 dollars.",,false,false,true,1,,,true,,,
true,0.946588457,we saved up 2562 £.,,false,false,true,1,,,true,,,
true,0.790985167,"I wanna go all out, we got 4080 yen.",,false,false,true,1,,,true,,,
true,0.604949653,"I wanna go all out, I got 126900 ¥.",,false,false,true,1,,,true,,,
true,0.981459141,our budget 51 USD.,,false,false,true,1,,,true,,,
true,0.981133938,my budget is 2680 $.,,false,false,true,1,,,true,,,
true,0.858614266,how about £ 230.,,false,false,true,1,,,true,,,
true,0.790985167,"I wanna go all out, we got yen 3363.",,false,false,false,1,,,false,,,
true,0.996403754,our budget 4253 $.,,false,false,true,1,,,true,,,
true,0.9477698,we broke my piggy bank and got  euro 3160.,,false,false,false,1,,,false,,,
true,0.9349825,the budget is running low.. only got 2384 dollars.,,false,false,true,1,,,true,,,
true,0.8613941,my budget is ¥ 86800.,,false,false,true,1,,,true,,,
true,0.817788959,"we wanna go all out, I got EUR 1757.",,false,false,false,1,,,false,,,
true,0.7811661,does this budget suffice: 196 £.,,false,false,true,1,,,true,,,
true,0.9888359,we only have 1683 pounds.,,false,false,true,1,,,true,,,
true,0.77897495,does this budget suffice: JPY 1224.,,false,false,false,1,,,false,,,
true,0.876337349,"I got lots of money, to be precise 689 GBP.",,false,false,true,1,,,true,,,
true,0.966143847,I broke my piggy bank and got  dollars 3061.,,false,false,false,1,,,false,,,
true,0.848645568,the budget is running low.. only got £ 1880.,,false,false,true,1,,,true,,,
true,0.5865252,"I wanna go all out, I got euro 3190.",,false,false,false,1,,,false,,,
true,0.951795161,I only have £ 109.,,false,false,true,1,,,true,,,
true,0.8731999,my budget is € 4879.,,false,false,true,1,,,true,,,
true,0.973507166,my budget is 2184 dollars.,,false,false,true,1,,,true,,,
true,0.9934659,how about 117 $.,,false,false,true,1,,,true,,,
true,0.993645668,does this budget suffice: 17100 ¥.,,false,false,true,1,,,true,,,
true,0.927153051,our budget ¥ 326800.,,false,false,true,1,,,true,,,
true,0.9408898,"we wanna go all out, we got dollars 2813.",,false,false,false,1,,,false,,,
true,0.904942334,does this budget suffice: USD 1028.,,false,false,false,1,,,false,,,
true,0.8486134,how about euro 1565.,,false,false,false,1,,,false,,,
true,0.929035962,"I wanna go all out, we got 4828 dollars.",,false,false,true,1,,,true,,,
true,0.967266262,we only have EUR 4610.,,false,false,false,1,,,false,,,
true,0.929865956,"we wanna go all out, I got USD 2405.",,false,false,false,1,,,false,,,
true,0.984236658,how about $ 1073.,,false,false,true,1,,,true,,,
true,0.9191336,"we got lots of money, to be precise ¥ 207600.",,false,false,true,1,,,true,,,
true,0.986542046,how about 2641 dollars.,,false,false,true,1,,,true,,,
true,0.8499052,my budget is 3746 JPY.,,false,false,true,1,,,true,,,
true,0.8923762,I saved up pounds 845.,,false,false,false,1,,,false,,,
true,0.945425,we saved up 462400 ¥.,,false,false,true,1,,,true,,,
true,0.96927774,"we got lots of money, to be precise 4043 dollars.",,false,false,true,1,,,true,,,
true,0.8499052,my budget is JPY 3526.,,false,false,false,1,,,false,,,
true,0.945425,we saved up ¥ 480700.,,false,false,true,1,,,true,,,
true,0.831667066,the budget is running low.. only got 3518 GBP.,,false,false,true,1,,,true,,,
true,0.9194886,"we got lots of money, to be precise GBP 2664.",,false,false,false,1,,,false,,,
true,0.941890538,the budget is running low.. only got 4083 USD.,,false,false,true,1,,,true,,,
true,0.9992083,I only have $ 4316.,,false,false,true,1,,,true,,,
true,0.972107768,we only have EUR 711.,,false,false,false,1,,,false,,,
true,0.901352346,our budget JPY 2199.,,false,false,false,1,,,false,,,
true,0.9346667,our budget yen 3809.,,false,false,false,1,,,false,,,
true,0.9757765,"we wanna go all out, I got 1197 $.",,false,false,true,1,,,true,,,
true,0.790809035,"we wanna go all out, I got euro 3912.",,false,false,false,1,,,false,,,
true,0.9202719,"we got lots of money, to be precise EUR 1260.",,false,false,false,1,,,false,,,
true,0.986672342,our budget 4422 USD.,,false,false,true,1,,,true,,,
true,0.7546254,does this budget suffice: 412300 ¥.,,false,false,true,1,,,true,,,
true,0.588319,"I wanna go all out, I got € 4039.",,false,false,true,1,,,true,,,
true,0.8613941,my budget is ¥ 255700.,,false,false,true,1,,,true,,,
true,0.9955088,I only have USD 1189.,,false,false,false,1,,,false,,,
true,0.7825797,does this budget suffice: 101 £.,,false,false,true,1,,,true,,,
true,0.8315445,the budget is running low.. only got 409800 ¥.,,false,false,true,1,,,true,,,
true,0.820367,"I wanna go all out, we got euro 401.",,false,false,false,1,,,false,,,
true,0.8583459,how about 470 yen.,,false,false,true,1,,,true,,,
true,0.9438878,we broke my piggy bank and got  EUR 4341.,,false,false,false,1,,,false,,,
true,0.968446136,the budget is running low.. only got $ 1650.,,false,false,true,1,,,true,,,
true,0.8837361,how about euro 2824.,,false,false,false,1,,,false,,,
true,0.987205565,we only have € 1662.,,false,false,true,1,,,true,,,
true,0.8727966,"I got lots of money, to be precise 1789 JPY.",,false,false,true,1,,,true,,,
true,0.862163544,my budget is EUR 3308.,,false,false,false,1,,,false,,,
true,0.8494783,the budget is running low.. only got 1442 €.,,false,false,true,1,,,true,,,
true,0.7912812,"I wanna go all out, we got EUR 4812.",,false,false,false,1,,,false,,,
true,0.8961371,does this budget suffice: dollars 2874.,,false,false,false,1,,,false,,,
true,0.8837361,how about euro 2661.,,false,false,false,1,,,false,,,
true,0.8731999,my budget is 3897 €.,,false,false,true,1,,,true,,,
true,0.9035392,I broke my piggy bank and got  GBP 4049.,,false,false,false,1,,,false,,,
true,0.986542046,how about dollars 4086.,,false,false,false,1,,,false,,,
true,0.946588457,we saved up 1183 £.,,false,false,true,1,,,true,,,
true,0.9732059,how about ¥ 9700.,,false,false,true,1,,,true,,,
true,0.8629333,my budget is 4533 £.,,false,false,true,1,,,true,,,
true,0.8455524,how about 2896 yen.,,false,false,true,1,,,true,,,
true,0.8814803,I saved up £ 783.,,false,false,true,1,,,true,,,
true,0.919558764,"we got lots of money, to be precise £ 1372.",,false,false,true,1,,,true,,,
true,0.982621849,we broke my piggy bank and got  3758 USD.,,false,false,true,1,,,true,,,
true,0.9560335,does this budget suffice: 3721 $.,,false,false,true,1,,,true,,,
true,0.9442242,I only have GBP 1943.,,false,false,false,1,,,false,,,
true,0.9992083,I only have $ 1523.,,false,false,true,1,,,true,,,
true,0.915923059,our budget JPY 3059.,,false,false,false,1,,,false,,,
true,0.8303948,the budget is running low.. only got JPY 2803.,,false,false,false,1,,,false,,,
true,0.875106752,how about 3479 yen.,,false,false,true,1,,,true,,,
true,0.879388,I saved up 1056 GBP.,,false,false,true,1,,,true,,,
true,0.854689837,"I wanna go all out, I got USD 1177.",,false,false,false,1,,,false,,,
true,0.8837361,how about euro 3969.,,false,false,false,1,,,false,,,
true,0.927153051,our budget ¥ 374700.,,false,false,true,1,,,true,,,
true,0.883271754,I saved up 642 £.,,false,false,true,1,,,true,,,
true,0.754633,does this budget suffice: EUR 3586.,,false,false,false,1,,,false,,,
true,0.988734066,I only have USD 312.,,false,false,false,1,,,false,,,
true,0.604949653,"I wanna go all out, I got 357800 ¥.",,false,false,true,1,,,true,,,
true,0.915923059,our budget 4436 JPY.,,false,false,true,1,,,true,,,
true,0.8918241,I saved up 2804 £.,,false,false,true,1,,,true,,,
true,0.8504688,the budget is running low.. only got £ 330.,,false,false,true,1,,,true,,,
true,0.9232413,"we got lots of money, to be precise 4258 pounds.",,false,false,true,1,,,true,,,
true,0.8898391,how about pounds 2947.,,false,false,false,1,,,false,,,
true,0.866902232,my budget is 220 £.,,false,false,true,1,,,true,,,
true,0.979568243,I saved up 2970 USD.,,false,false,true,1,,,true,,,
true,0.956815541,my budget is 990 dollars.,,false,false,true,1,,,true,,,
true,0.8898391,how about pounds 4337.,,false,false,false,1,,,false,,,
true,0.90258795,I saved up euro 2882.,,false,false,false,1,,,false,,,
true,0.975366652,my budget is USD 2097.,,false,false,false,1,,,false,,,
true,0.860343754,how about ¥ 133100.,,false,false,true,1,,,true,,,
true,0.9194886,"we got lots of money, to be precise GBP 3682.",,false,false,false,1,,,false,,,
true,0.8558203,how about EUR 760.,,false,false,false,1,,,false,,,
true,0.603861451,"I wanna go all out, I got EUR 2097.",,false,false,false,1,,,false,,,
true,0.841127,how about GBP 1789.,,false,false,false,1,,,false,,,
true,0.9385448,our budget 4727 euro.,,false,false,true,1,,,true,,,
true,0.9811227,we broke my piggy bank and got  dollars 2397.,,false,false,false,1,,,false,,,
true,0.819402337,"I wanna go all out, we got 879 pounds.",,false,false,true,1,,,true,,,
true,0.988923132,we broke my piggy bank and got  dollars 1700.,,false,false,false,1,,,false,,,
true,0.933632255,we saved up GBP 532.,,false,false,false,1,,,false,,,
true,0.9405413,we broke my piggy bank and got  788 £.,,false,false,true,1,,,true,,,
true,0.90291965,I broke my piggy bank and got  3119 £.,,false,false,true,1,,,true,,,
true,0.92786324,our budget EUR 3428.,,false,false,false,1,,,false,,,
true,0.7994754,"I wanna go all out, we got 3 £.",,false,false,true,1,,,true,,,
true,0.915923059,our budget JPY 2483.,,false,false,false,1,,,false,,,
true,0.8910886,I saved up EUR 3995.,,false,false,false,1,,,false,,,
true,0.861644447,how about 2541 EUR.,,false,false,true,1,,,true,,,
true,0.973507166,my budget is dollars 3314.,,false,false,false,1,,,false,,,
true,0.895068,does this budget suffice: dollars 798.,,false,false,false,1,,,false,,,
true,0.7546407,does this budget suffice: 3117 £.,,false,false,true,1,,,true,,,
true,0.867551565,"I got lots of money, to be precise 1706 yen.",,false,false,true,1,,,true,,,
true,0.7545056,does this budget suffice: 2487 JPY.,,false,false,true,1,,,true,,,
true,0.875106752,how about 4933 yen.,,false,false,true,1,,,true,,,
true,0.7023376,"we wanna go all out, we got 69 GBP.",,false,false,true,1,,,true,,,
true,0.9535278,my budget is 1661 USD.,,false,false,true,1,,,true,,,
true,0.781491458,does this budget suffice: GBP 333.,,false,false,false,1,,,false,,,
true,0.8506394,how about 2915 pounds.,,false,false,true,1,,,true,,,
true,0.99795717,we only have dollars 3471.,,false,false,false,1,,,false,,,
true,0.96619916,we only have 818 JPY.,,false,false,true,1,,,true,,,
true,0.9335658,"we wanna go all out, we got dollars 2793.",,false,false,false,1,,,false,,,
true,0.780477,does this budget suffice: 887 GBP.,,false,false,true,1,,,true,,,
true,0.9283349,our budget GBP 3107.,,false,false,false,1,,,false,,,
true,0.9933792,how about 14 USD.,,false,false,true,1,,,true,,,
true,0.915753841,our budget 3393 pounds.,,false,false,true,1,,,true,,,
true,0.83082813,"we wanna go all out, we got 4629 pounds.",,false,false,true,1,,,true,,,
true,0.7809171,does this budget suffice: GBP 996.,,false,false,false,1,,,false,,,
true,0.860343754,how about ¥ 404500.,,false,false,true,1,,,true,,,
true,0.8191617,"we wanna go all out, I got 641 €.",,false,false,true,1,,,true,,,
true,0.9486672,we broke my piggy bank and got  3839 pounds.,,false,false,true,1,,,true,,,
true,0.849790037,the budget is running low.. only got 1897 pounds.,,false,false,true,1,,,true,,,
true,0.973825,the budget is running low.. only got $ 2628.,,false,false,true,1,,,true,,,
true,0.9924574,we broke my piggy bank and got  $ 4237.,,false,false,true,1,,,true,,,
true,0.8406254,how about 304 JPY.,,false,false,true,1,,,true,,,
true,0.7547779,does this budget suffice: pounds 3785.,,false,false,false,1,,,false,,,
true,0.9373971,"we wanna go all out, I got USD 3814.",,false,false,false,1,,,false,,,
true,0.635048866,my budgdet iws jpy 3557. ,,true,false,false,1,,,false,,,
true,0.354685068,"wwe wqanna gpo all out, i got 3861 eur. ",,true,false,true,1,,,true,,,
true,0.79194665,i saved ulp ppounds 2785. ,,true,false,false,1,,,false,,,
true,0.8794885,"wde wanna glo apll out, we giot pounds 66. ",,true,false,true,1,,,true,,,
true,0.9885563,we onluy have plounds 3337. ,,true,false,false,1,,,false,,,
true,0.93922776,we broke mhy pigguy bqank aned got  3688 €. ,,true,false,true,1,,,true,,,
true,0.96790576,oyur budget 2101 dollars. ,,true,false,true,1,,,true,,,
true,0.9273122,"wwe giot liots of money, to be precoise 3604 dollars. ",,true,false,true,1,,,true,,,
true,0.8537781,mhy budget is jopy 3095. ,,true,false,false,1,,,false,,,
true,0.9944709,tghe budget ids rjunning low.. only got 4355 $. ,,true,false,true,1,,,true,,,
true,0.7593389,"wwe wqanna gpo all out, i got 4740 $. ",,true,false,true,1,,,true,,,
false,0.5590815,does tnhis budgegt suffice: 3239 euro. ,,true,false,true,1,,,true,,,
true,0.8553705,we brloke my poiggy bqank ahnd got  2508 gbp. ,,true,false,true,1,,,true,,,
false,0.9540387,my buedget is gvbp 3783. ,,true,false,false,1,,,false,,,
true,0.6549638,our budhget 3390 yen. ,,true,false,true,1,,,true,,,
true,0.6745369,wre saved ulp £ 4333. ,,true,false,true,1,,,true,,,
true,0.91110003,the budget ias rjunning low.. only gpot 4341 yen. ,,true,false,true,1,,,true,,,
true,0.401922,"wre wanhna gpo all out, i got 1026 eur. ",,true,false,true,1,,,true,,,
true,0.831042349,i brokre my pifggy bank ansd got  3185 euro. ,,true,false,true,1,,,true,,,
true,0.9795199,ojur budget used 2534. ,,true,false,false,1,,,false,,,
true,0.5745301,the bufdget is runbning low.. obnly got 1001 dollars. ,,true,false,true,1,,,true,,,
true,0.969447,"i gogt llots of money, tlo be precise $ 540. ",,true,false,true,1,,,true,,,
true,0.9302159,i brojke muy piggy bank aned got  2380 usd. ,,true,false,true,1,,,true,,,
true,0.7191507,wde saved uop £ 895. ,,true,false,true,1,,,true,,,
true,0.972129,wde broke my pigghy bzank and giot  4123 $. ,,true,false,true,1,,,true,,,
true,0.807544231,tnhe busdget is rjunning low.. only got 1055 eur. ,,true,false,true,1,,,true,,,
true,0.725805461,"wwe got lots ogf money, tio bwe precise jpy 644. ",,true,false,false,1,,,false,,,
true,0.783713758,i saved ulp 2680 jpy. ,,true,false,true,1,,,true,,,
true,0.8880765,dloes tghis budget suffice: 890 €. ,,true,false,true,1,,,true,,,
true,0.991905749,we ohnly hsave $ 76. ,,true,false,true,1,,,true,,,
true,0.658831239,i brioke mhy piggy bank and glot  577 €. ,,true,false,true,1,,,true,,,
true,0.9040245,"wre giot lots orf money, tlo be precise 3809 usd. ",,true,false,true,1,,,true,,,
true,0.7903816,wre savefd up 2645 pounds. ,,true,false,true,1,,,true,,,
true,0.9811326,wre omnly have 2378 dollars. ,,true,false,true,1,,,true,,,
true,0.7192188,wde saved uop 1415 £. ,,true,false,true,1,,,true,,,
true,0.8102388,"i giot llots of money, to bre precise € 3966. ",,true,false,true,1,,,true,,,
true,0.792837441,"we wannza glo alkl out, i got eur 1341. ",,true,false,false,1,,,false,,,
false,0.7435479,dowes this budgdet suffice: € 3710. ,,true,false,true,1,,,true,,,
true,0.984507442,i only hzave 4118 dollars. ,,true,false,true,1,,,true,,,
true,0.722641945,"wre wqanna glo all out, we got usd 3898. ",,true,false,false,1,,,false,,,
true,0.7799673,"i got llots of money, tlo be precidse dollqars 1017. ",,true,false,false,1,,,false,,,
true,0.9805805,we savwed up jlpy 3780. ,,true,false,false,1,,,false,,,
true,0.9613238,wre only have yebn 1242. ,,true,false,false,1,,,false,,,
true,0.473098367,mty budgret is 1217 £. ,,true,false,true,1,,,true,,,
true,0.744359136,the byudget iws running low.. only gpot 2557 jpy. ,,true,false,true,1,,,true,,,
true,0.9916598,the budget iws ryunning low.. only gort $ 3302. ,,true,false,true,1,,,true,,,
true,0.837430537,wre omnly have 3225 eur. ,,true,false,true,1,,,true,,,
false,0.414801419,mhy buedget is 2764 eur. ,,true,false,true,1,,,true,,,
true,0.6454672,"i wqanna go aoll out, wre got 1141 pounds. ",,true,false,true,1,,,true,,,
true,0.7444399,i ohnly hacve pounds 1069. ,,true,false,false,1,,,false,,,
true,0.6883121,our budgwet € 2460. ,,true,false,true,1,,,true,,,
true,0.900863349,mhy budget ias 3665 €. ,,true,false,true,1,,,true,,,
